ImageID,Caption,Nouns,Type
sun_akqedhvdvfshizsc,a river with some water flowing in it,"['river', 'water']",OOD
sun_bkxqdsjgxyxdhzrc,a stream of water running through a field,"['stream', 'water', 'field']",OOD
sun_btwghgckgfykudiz,a view of the sunken garden at the butchart gardens,"['view', 'garden', 'butchart', 'gardens']",OOD
sun_adtzimfqhvctqjdc,a path in a garden with flowers and trees,"['path', 'garden', 'flowers', 'trees']",OOD
sun_amivtoinssgqubzh,an aerial view of a garden in the middle of a city,"['view', 'garden', 'middle', 'city']",OOD
sun_bynpcybwcaibkyrj,a winding dirt road through the woods in the fall,"['dirt', 'road', 'woods', 'fall']",OOD
sun_bdhvzcaecreybiic,the waterfall is frozen over with ice and snow,"['waterfall', 'ice', 'snow']",OOD
sun_ammtyagxwuynloho,a river flowing through a forest with trees,"['river', 'forest', 'trees']",OOD
sun_bpquomihwfdorjri,a man and a woman standing with two dogs,"['man', 'woman', 'dogs']",OOD
sun_bbifdblqvhnpxuob,a waterfall cascading over a rock wall,"['waterfall', 'rock', 'wall']",OOD
sun_baqwvlnbxnqtwfmr,a garden in a yard next to a house,"['garden', 'yard', 'house']",OOD
sun_abowtotrrzpbhvqh,a field of hay bales with mountains in the background,"['field', 'hay', 'bales', 'mountains', 'background']",OOD
sun_areyvxylaeiknrra,an iceberg in the water in front of a glacier,"['iceberg', 'water', 'front', 'glacier']",OOD
sun_advsnofztmkwdbdr,a field of corn growing in a field,"['field', 'corn', 'field']",OOD
sun_bizuclptciwuihpt,a view of the sunken garden at the butchart gardens,"['view', 'garden', 'butchart', 'gardens']",OOD
sun_agpmtbgbzdxefeqj,a rock in the ocean with the sun setting in the sky,"['rock', 'ocean', 'sun', 'sky']",OOD
sun_bazdsrylwiuovlgg,a snow covered forest with trees in the snow,"['snow', 'forest', 'trees', 'snow']",OOD
sun_auxuqcuubiatgqdv,an iceberg in the water with a blue sky above it,"['iceberg', 'water', 'sky']",OOD
sun_atkeojyllqgkspvo,a small pond in the middle of a forest,"['pond', 'middle', 'forest']",OOD
sun_ahhlccroxiadjixl,a forest of pine trees in the snow,"['forest', 'trees', 'snow']",OOD
sun_aavsxfyavhvnhyea,a person walking down a trail in the woods,"['person', 'trail', 'woods']",OOD
sun_achzkesyxujljvxm,a view of the gardens of the palace of versailles,"['view', 'gardens', 'palace', 'versailles']",OOD
sun_bzrotihzjwlapqog,a close up of a glacier in the water,"['close', 'glacier', 'water']",OOD
sun_avluocmpqsvuwgpq,a field of dry grass with trees in the background,"['field', 'grass', 'trees', 'background']",OOD
sun_bnoalwjtbfvzbaoc,a young boy is standing in a garden bed full of dirt,"['boy', 'garden', 'bed', 'dirt']",OOD
sun_btorblbdpqodlban,a vineyard on a hill with a farm house in the distance,"['vineyard', 'hill', 'farm', 'house', 'distance']",OOD
sun_aljhbekhbjprhwrr,a reflection of a plant in a body of water,"['reflection', 'plant', 'body', 'water']",OOD
sun_bbfyeevtahjqglst,a view of the inside of a building with a water fountain,"['view', 'inside', 'building', 'water', 'fountain']",OOD
sun_aajttwmkstixpqmk,a river running through a forest with rocks,"['river', 'forest', 'rocks']",OOD
sun_bacgdhdsnjzxcgax,a group of people skiing down a snow covered slope,"['group', 'people', 'snow', 'slope']",OOD
sun_btmhprixdccxvvaf,a vegetable garden with a brick retaining wall,"['vegetable', 'garden', 'brick', 'wall']",OOD
sun_bieigixhnmfefuxv,a vineyard on a hill with a red fire hydrant,"['vineyard', 'hill', 'fire', 'hydrant']",OOD
sun_ajljmwtuoocxnauo,a group of people standing in a cave,"['group', 'people', 'cave']",OOD
sun_bxmllrhuenzpksqq,a view of the glacier from the water,"['view', 'glacier', 'water']",OOD
sun_bytcnsybubibqnlh,a group of boats in the water in a canal,"['group', 'boats', 'water', 'canal']",OOD
sun_adaecflqayuluxar,a tree in front of a field of corn,"['tree', 'front', 'field', 'corn']",OOD
sun_apzawvnsoumqhxsp,a crack in the ice on a glacier,"['crack', 'ice', 'glacier']",OOD
sun_ailspzohiejlcsqt,a group of red and yellow flowers in a garden,"['group', 'flowers', 'garden']",OOD
sun_byjpputewbfznneb,a vineyard with trees in the background and a wooden bench in the foreground,"['vineyard', 'trees', 'background', 'bench', 'foreground']",OOD
sun_asqnahttiotbwvuz,a grassy field with trees in the,"['field', 'trees']",OOD
sun_adqjylfaykeybvno,a large wave in the ocean on top of,"['wave', 'ocean', 'top']",OOD
sun_bhbyiwjwlfadwfap,a park with flowers and benches and trees,"['park', 'flowers', 'benches', 'trees']",OOD
sun_ausjsgchlukkmvyr,a path through the woods with a wooden fence,"['path', 'woods', 'fence']",OOD
sun_awjmvyylrpeeqydh,a blurry picture of a person standing in the sand,"['picture', 'person', 'sand']",OOD
sun_arqjwmheoqefbuyi,a body of water next to a field,"['body', 'water', 'field']",OOD
sun_aruxylkoftkjlvjg,a track in the sand in the desert,"['track', 'sand', 'desert']",OOD
sun_anevwizfpswgjyoj,a road with a bridge and trees on the side of it,"['road', 'bridge', 'trees', 'side']",OOD
sun_bmmysztnpjoodbyz,a stream running through a green field with mountains in the background,"['stream', 'field', 'mountains', 'background']",OOD
sun_aubnnpsvwxjpooqm,a saguaro cactus in the desert with mountains in the background,"['cactus', 'desert', 'mountains', 'background']",OOD
sun_bqkpcjesqmpwviqr,a river in the snow with trees in the background,"['river', 'snow', 'trees', 'background']",OOD
sun_bwomcxpgtbvuqgeb,a waterfall in a forest with rocks,"['waterfall', 'forest', 'rocks']",OOD
sun_bqsprqtlgfznhqbx,a canal filled with boats,"['canal', 'boats']",OOD
sun_auyalbcanmfcjbbw,a path through the woods with trees,"['path', 'woods', 'trees']",OOD
sun_areukmjdbifsslod,a view of a green field with lines in it,"['view', 'field', 'lines']",OOD
sun_avswlmagvlcsnzrk,a green field with a tree in the middle of it,"['field', 'tree', 'middle']",OOD
sun_bqvqmaojuuzdfroq,an orchard of apple trees in a field,"['orchard', 'apple', 'trees', 'field']",OOD
sun_bnfavsrnaneaekkj,a garden with many different types of lettuces and flowers,"['garden', 'types', 'lettuces', 'flowers']",OOD
sun_ahswmnehuomaxcky,a tree in the middle of a green field,"['tree', 'middle', 'field']",OOD
sun_arbnxrxljzieqstm,a large cave with a hole in the ceiling,"['cave', 'hole', 'ceiling']",OOD
sun_bavkwfleuxbcnzgb,two people standing on skis on a ski slope,"['people', 'skis', 'ski', 'slope']",OOD
sun_aktujshidrtxrbnq,a tall pine tree in a field,"['tree', 'field']",OOD
sun_ahklaieshbwvrovj,a painting of a room in a crypt,"['painting', 'room', 'crypt']",OOD
sun_blukvanairhbypkv,a pond with trees in the background and a wooden dock,"['pond', 'trees', 'background', 'dock']",OOD
sun_aktqrmsokwsuvoth,a view of a field of crops in a field,"['view', 'field', 'crops', 'field']",OOD
sun_ayunblnjyzgzdlrb,a tropical island with palm trees in the ocean,"['island', 'palm', 'trees', 'ocean']",OOD
sun_blkofwkswrrcpawf,icebergs floating in the water on a cloudy day,"['icebergs', 'water', 'day']",OOD
sun_bzajnqpgucoycnhi,a small body of water in a field,"['body', 'water', 'field']",OOD
sun_bjjichjwheicwdaj,a river running through a forest with rocks,"['river', 'forest', 'rocks']",OOD
sun_aqlrhdmixnakvcfq,a boat in the water near the niagara falls,"['boat', 'water']",OOD
sun_arnwmeeknchupwyu,a tall tree in the middle of some trees,"['tree', 'middle', 'trees']",OOD
sun_avacbvdwkngjygud,a tree in the shade of another tree,"['tree', 'shade', 'tree']",OOD
sun_abyslesqmfvkscyo,two men standing in front of a bamboo plant,"['men', 'front', 'bamboo', 'plant']",OOD
sun_bcsnvdppbbdgpplp,the view of a vineyard and field of grape vines,"['view', 'vineyard', 'field', 'grape', 'vines']",OOD
sun_bondzdckwhnbfhzw,a view of a canal with buildings and boats on it,"['view', 'canal', 'buildings', 'boats']",OOD
sun_affplpjpqldynzmt,a person is standing at the bottom of a waterfall,"['person', 'bottom', 'waterfall']",OOD
sun_btqhtehozkcnhpib,two stone lions stand in front of a grassy area with hedges and trees,"['stone', 'lions', 'front', 'area', 'hedges', 'trees']",OOD
sun_bzimufxcjyzarttl,a dog running through a field of pine trees,"['dog', 'field', 'pine', 'trees']",OOD
sun_bmsemacabrlvsidf,a garden with many different plants in it,"['garden', 'plants']",OOD
sun_bnoajzeilyoqagml,a view of a field of crops with mountains in the background,"['view', 'field', 'crops', 'mountains', 'background']",OOD
sun_arckqyammaxbgxmc,a person riding a wave on a surfboard in the ocean,"['person', 'wave', 'surfboard', 'ocean']",OOD
sun_bfcnsxtpyztodzjy,a herb garden in the front yard of a house,"['herb', 'garden', 'yard', 'house']",OOD
sun_bvzgsalndmqmuchm,a lush green forest with trees and ferns,"['forest', 'trees', 'ferns']",OOD
sun_atqfpejenrxbofwc,a man standing on top of a glacier,"['man', 'top', 'glacier']",OOD
sun_aveobhuwykghdalt,a man skiing down a snow covered slope,"['man', 'snow', 'slope']",OOD
sun_bvagocntwzujlqvo,the sun shining through the clouds in a blue sky,"['sun', 'clouds', 'sky']",OOD
sun_awnokluigxmtibxk,a field of wheat with ears of wheat in it,"['field', 'wheat', 'ears', 'wheat']",OOD
sun_algjxkiglddpzwlw,a beach with many people on it and a castle,"['beach', 'people', 'castle']",OOD
sun_auxvlovmasupcvpa,a trail through a forest of ferns,"['trail', 'forest', 'ferns']",OOD
sun_bqlhycjhbjybeoqv,a large pile of rocks in the middle of a desert,"['pile', 'rocks', 'middle', 'desert']",OOD
sun_bizqieyilagixdok,a view of a river with a bridge over it,"['view', 'river', 'bridge']",OOD
sun_aomwzybszjsftlei,a wave in the ocean with birds in the water,"['wave', 'ocean', 'birds', 'water']",OOD
sun_akdmpkixtkbhhkbr,a desert with mountains and a blue sky,"['desert', 'mountains', 'sky']",OOD
sun_agidoefptvwlqlap,a painting of a mountain range in the desert,"['painting', 'mountain', 'range', 'desert']",OOD
sun_bqfhmkfaidjdjruy,a small pond in a garden with rocks and flowers,"['pond', 'garden', 'rocks', 'flowers']",OOD
sun_ajvkrkqscsfodcmg,a view of the badlands of painted desert under a blue sky with clouds,"['view', 'badlands', 'desert', 'sky', 'clouds']",OOD
sun_bhtzlfresphagrgm,a view of the badlands from the overlook,"['view', 'badlands', 'overlook']",OOD
sun_bbatdneqajmgwaiq,a boat in the water near a beach,"['boat', 'water', 'beach']",OOD
sun_bgefipxftrsfncrj,a small waterfall in a river with rocks,"['waterfall', 'river', 'rocks']",OOD
sun_bmtmexceifivxawr,a river with a mountain in the background,"['river', 'mountain', 'background']",OOD
sun_afwlbcmnnckrxobl,a creek in a wooded area with trees,"['creek', 'area', 'trees']",OOD
sun_blcnfdcedhmwpppr,a group of moss covered trees in a forest,"['group', 'trees', 'forest']",OOD
sun_atfrrlytvdshyuvq,a path through the woods with bluebells,"['path', 'woods', 'bluebells']",OOD
sun_bchcsvsxzwpwqnal,a bunch of boats are lined up in a canal,"['bunch', 'boats', 'canal']",OOD
sun_bpuuwgzlskmrxvnl,a hill of sand against a blue sky,"['hill', 'sand', 'sky']",OOD
sun_aaxpyxtvdcroofxz,a view of the ocean with a cloudy sky,"['view', 'ocean', 'sky']",OOD
sun_ahmgsntbihgautgf,a garden with a fence and plants in it,"['garden', 'fence', 'plants']",OOD
sun_atvyhoadqoyeglex,a waterfall in the middle of a lush green forest,"['waterfall', 'middle', 'forest']",OOD
sun_arzwbxoxkjfrnxcz,a field with a reflection of trees in the water,"['field', 'reflection', 'trees', 'water']",OOD
sun_bklfydtdfxdjvqam,a waterfall in a forest with rocks,"['waterfall', 'forest', 'rocks']",OOD
sun_ajwwxgqesolglred,a group of trees in the water with a boat,"['group', 'trees', 'water', 'boat']",OOD
sun_baihqfmkpqtetkcm,a cemetery with an american flag in the middle,"['cemetery', 'flag', 'middle']",OOD
sun_besrxuwcrgbqetcu,a row of boats docked on a canal,"['row', 'boats', 'canal']",OOD
sun_ammzkqbhwyrobsoz,a river running through a forest with trees,"['river', 'forest', 'trees']",OOD
sun_bblpdgabxhhyyyvh,a camel running through the sand in the desert,"['camel', 'sand', 'desert']",OOD
sun_aujzlqamedfogrrw,an iceberg floating in the water in front of a glacier,"['iceberg', 'water', 'front', 'glacier']",OOD
sun_bixfvvnrylnrlhzf,a garden with plants and a white fence,"['garden', 'plants', 'fence']",OOD
sun_bxodwwxhrdrsnymd,an aerial view of a garden with a fountain,"['view', 'garden', 'fountain']",OOD
sun_byfyhwgrcemofvsj,a canal with many boats parked on it,"['canal', 'boats']",OOD
sun_asikteysjddnlcza,a person riding a dirt bike on a dirt road,"['person', 'dirt', 'bike', 'dirt', 'road']",OOD
sun_atqyciqfobzisdly,a small island in the middle of the ocean,"['island', 'middle', 'ocean']",OOD
sun_anrvecsrwijdgiss,a field of large green cabbage plants,"['field', 'cabbage', 'plants']",OOD
sun_bvrdyhlihtclhyac,a snow covered path in the woods with tracks,"['snow', 'path', 'woods', 'tracks']",OOD
sun_bjxkvzorotqdvdry,a view of a mountain range with a rock pillar in the middle,"['view', 'mountain', 'range', 'rock', 'pillar', 'middle']",OOD
sun_brwlrmvavirrpuur,a desert with cactus and mountains in the background,"['desert', 'cactus', 'mountains', 'background']",OOD
sun_bxmjqvfmldoeibvy,a large iceberg floating in the water next to a glacier,"['iceberg', 'water', 'glacier']",OOD
sun_byifpjruvqwqsnka,a river with ice and trees in the background,"['river', 'ice', 'trees', 'background']",OOD
sun_amesmvirunlcxesf,a view of the ocean from a forested hillside,"['view', 'ocean', 'hillside']",OOD
sun_bvirpoavdcypuoyg,a house with a garden,"['house', 'garden']",OOD
sun_aecwdftjrvtsixlj,a long tunnel with a light at the end,"['tunnel', 'light', 'end']",OOD
sun_ajnebjermlcrartx,a field of tall grass next to a river,"['field', 'grass', 'river']",OOD
sun_agmsgcsutavetstn,a field of grass with clouds in the sky,"['field', 'grass', 'clouds', 'sky']",OOD
sun_ajbrcdexcncfvdmt,a sunset over the ocean with an orange sky,"['sunset', 'ocean', 'sky']",OOD
sun_bceioanxihslxqfq,the garden is full of herbs and vegetables and has a fence around it,"['garden', 'herbs', 'vegetables', 'fence']",OOD
sun_aghcxbzinxkqdans,a waterfall in the woods with water coming out of it,"['waterfall', 'woods', 'water']",OOD
sun_atypssaymyjhxkpk,a dirt road with trees on the side of it,"['dirt', 'road', 'trees', 'side']",OOD
sun_agfdrmftdzokxtnc,a row of grape vines in a vineyard,"['row', 'grape', 'vines', 'vineyard']",OOD
sun_bllbzlcdjvazzghj,a snow covered beach with footprints in the snow,"['snow', 'beach', 'footprints', 'snow']",OOD
sun_bbmqmgyuaajcddcj,a man flying through the air while riding a snowboard,"['man', 'air', 'snowboard']",OOD
sun_amlffyuzrsseefcy,a field of corn growing in a field,"['field', 'corn', 'field']",OOD
sun_amjxdqdhpsvxepvu,a pond of koi fish in a japanese garden,"['pond', 'koi', 'fish', 'garden']",OOD
sun_anszgqcnuznkbtrw,an iceberg in the water under a cloudy sky,"['iceberg', 'water', 'sky']",OOD
sun_abhgxxdhsjhyhhta,a group of christmas trees in the snow,"['group', 'trees', 'snow']",OOD
sun_bfzobhldchczwarx,a hole in the side of a rock wall with a fence,"['hole', 'side', 'rock', 'wall', 'fence']",OOD
sun_arrvwplwjggquhhy,a group of people skiing down a snow covered slope,"['group', 'people', 'snow', 'slope']",OOD
sun_aqturfvpqkycgapi,a body of water surrounded by grass and trees,"['body', 'water', 'grass', 'trees']",OOD
sun_bnzklplacelgbsxd,a putting green in front of a house,"['putting', 'green', 'front', 'house']",OOD
sun_bblhhccyzfwasema,a snow covered slope with trees in the background,"['snow', 'slope', 'trees', 'background']",OOD
sun_atkwidwcpuslhexp,an iceberg in the ocean covered in snow and ice,"['iceberg', 'ocean', 'snow', 'ice']",OOD
sun_aufowmlabnvipvpb,a tunnel in a cave with a person walking through it,"['tunnel', 'cave', 'person']",OOD
sun_axbxijbsxljtkdoh,a close up of a field of wheat,"['close', 'field', 'wheat']",OOD
sun_aocvxykuorpwagym,a canal in a city with a boat in it,"['canal', 'city', 'boat']",OOD
sun_aktomtkapwesrezy,a plant with orange leaves in the forest,"['plant', 'leaves', 'forest']",OOD
sun_bpebdhtkdtrqogbk,a view of the mesas and cliffs in the desert,"['view', 'mesas', 'cliffs', 'desert']",OOD
sun_azdnigerqpdwvfhy,a lighthouse on a small island in the middle of the ocean,"['lighthouse', 'island', 'middle', 'ocean']",OOD
sun_aaztvmjoufvznlzk,an apple tree in the middle of a field,"['apple', 'tree', 'middle', 'field']",OOD
sun_aqzmdhxpjjvvlmqs,a frozen waterfall in the snow with people standing above it,"['waterfall', 'snow', 'people']",OOD
sun_ansfkcraqcyclgps,a man standing in a field of corn,"['man', 'field', 'corn']",OOD
sun_ayyysrlyzcgxgato,a large sand dune with a green bush and trees,"['sand', 'dune', 'bush', 'trees']",OOD
sun_asvfeluyxolutwmm,an iceberg floating in the ocean near a boat,"['iceberg', 'ocean', 'boat']",OOD
sun_amvokemrztbrgqth,a person sitting in the woods in the fog,"['person', 'woods', 'fog']",OOD
sun_ayjrzjcxpkeihudd,a waterfall on a rock,"['waterfall', 'rock']",OOD
sun_asqboyqakusycvwd,a rice field with mountains in the background,"['rice', 'field', 'mountains', 'background']",OOD
sun_bnozuvoxisdxvifu,a body of water with clouds in the sky,"['body', 'water', 'clouds', 'sky']",OOD
sun_bvhoridrzxtgvzex,a view of a lake with ice on the shore,"['view', 'lake', 'ice', 'shore']",OOD
sun_aurppkxkefpjylft,a waterfall in a cave,"['waterfall', 'cave']",OOD
sun_arfmedhtwidppfzc,a garden with many different plants and a fence,"['garden', 'plants', 'fence']",OOD
sun_avlrxqauljvjbosv,a reflection of a cave in a pool of water,"['reflection', 'cave', 'pool', 'water']",OOD
sun_baggckrhlbnenekd,a row of lettuce growing in a green roof garden,"['row', 'lettuce', 'roof', 'garden']",OOD
sun_beodijpqslswqlmc,a field of crops with a tree in the middle,"['field', 'crops', 'tree', 'middle']",OOD
sun_bytgrucjnjxfqyjc,a large wave in the ocean on a sunny day,"['wave', 'ocean', 'day']",OOD
sun_apauahmaalvdubuc,a cactus in the desert with mountains in the background,"['cactus', 'desert', 'mountains', 'background']",OOD
sun_aoicptfgbaafxvix,a tunnel in a rock wall with a door,"['tunnel', 'rock', 'wall', 'door']",OOD
sun_bnlzfdydpikkvobh,three bales of hay in a field,"['bales', 'hay', 'field']",OOD
sun_aakcsrzaffplufaw,people walking on a trail in a canyon,"['people', 'trail', 'canyon']",OOD
sun_bzyyqqczvrnvukdn,a little boy playing in the garden,"['boy', 'garden']",OOD
sun_biflwwnfratbiiwl,a man walking on the sand in the desert,"['man', 'sand', 'desert']",OOD
sun_agaympdvmgydapbr,a view of a marshy area with trees in the background,"['view', 'area', 'trees', 'background']",OOD
sun_befnezlqgoquvizp,a river with a boat going under a bridge,"['river', 'boat', 'bridge']",OOD
sun_awcslqaclfdinnyt,a large rock formation in a cave,"['rock', 'formation', 'cave']",OOD
sun_btnoatzxrxamxxmz,a view of a river with buildings in the background,"['view', 'river', 'buildings', 'background']",OOD
sun_bdgmokeiphwjzczz,a body of water next to a snow covered mountain,"['body', 'water', 'snow', 'mountain']",OOD
sun_bambuqlpcjiyoerz,a view of a garden with a tree and flowers,"['view', 'garden', 'tree', 'flowers']",OOD
sun_amxjzfdavwgvvolk,a walkway through a bamboo forest,"['walkway', 'bamboo', 'forest']",OOD
sun_akuzxstcblvhmomk,a group of pine trees in the snow,"['group', 'trees', 'snow']",OOD
sun_bqsnofxbzdcmvwcs,a canal with a brick bridge over it,"['canal', 'brick', 'bridge']",OOD
sun_alduofdvrgfpfqwb,a desert with cactus and mountains in the background,"['desert', 'cactus', 'mountains', 'background']",OOD
sun_bbngvscgyhjiznxi,two benches in front of a pond in a garden,"['benches', 'front', 'pond', 'garden']",OOD
sun_aodmzozernmiidll,a field of wheat with a blue sky in the background,"['field', 'wheat', 'sky', 'background']",OOD
sun_bqhafmffknkkxytk,a dirt road in the middle of a forest,"['dirt', 'road', 'middle', 'forest']",OOD
sun_aipcaeiupvdracfy,a wave in the ocean with blue water,"['wave', 'ocean', 'water']",OOD
sun_bgzsldlptevfxyni,the sign at the top of hollywood and santa fe trail,"['sign', 'top']",OOD
sun_axocajlgztavyvyv,a field of corn crops with trees in the background,"['field', 'corn', 'crops', 'trees', 'background']",OOD
sun_asywfkspmpaelmbu,a small waterfall in the middle of a bamboo forest,"['waterfall', 'middle', 'bamboo', 'forest']",OOD
sun_afdglfvfgxhjtaky,a line of footprints in the sand in the desert,"['line', 'footprints', 'sand', 'desert']",OOD
sun_ahraohxyelutwema,a small island in the middle of a lake,"['island', 'middle', 'lake']",OOD
sun_aihigbgrzvmlqayi,a large wave is rolling in the ocean,"['wave', 'ocean']",OOD
sun_advcbifupoybibnf,an aerial view of a field of crops with tracks,"['view', 'field', 'crops', 'tracks']",OOD
sun_ajigtsysjsdcsqcg,a view of the waterfalls of the niagara falls on a cloudy day,"['view', 'waterfalls', 'day']",OOD
sun_bpwllthradzrocyp,the river in the mountains wallpaper  wallpaper free download,"['river', 'mountains', 'wallpaper', 'download']",OOD
sun_affqedumnyoalmru,a bunch of dunes in the desert with a palm tree,"['bunch', 'dunes', 'desert', 'palm', 'tree']",OOD
sun_axsaymqcugracexo,three people standing in a field of wheat,"['people', 'field', 'wheat']",OOD
sun_aryxscuaghhvommh,a path through a cemetery,"['path', 'cemetery']",OOD
sun_bdaapnxsbnrdyeyj,a dirt trail with trees and bushes on both sides of it,"['dirt', 'trail', 'trees', 'bushes', 'sides']",OOD
sun_bvhatdwnddvefnkw,a view of a vineyard with mountains in the background,"['view', 'vineyard', 'mountains', 'background']",OOD
sun_atmjpftaawmrvnwp,a trail in the woods with trees,"['trail', 'woods', 'trees']",OOD
sun_bxndjpumfsnfywml,a deer walking down a snow covered road,"['deer', 'snow', 'road']",OOD
sun_bxbinpjsivbpuhek,a snow covered mountain with a ski slope,"['snow', 'mountain', 'ski', 'slope']",OOD
sun_bpqkikloksnwehow,a row of grape vines in a vineyard on a sunny day,"['row', 'grape', 'vines', 'vineyard', 'day']",OOD
sun_akwtrlviwncafcye,a river flowing through a forest on a sunny day,"['river', 'forest', 'day']",OOD
sun_aivvcfvbqfxjwtow,a person skiing down a snow covered slope,"['person', 'snow', 'slope']",OOD
sun_auesgsvhxncvomko,a field of trees with a castle in the background,"['field', 'trees', 'castle', 'background']",OOD
sun_alksnqrrvkcrmkef,a stream running through some rocks in a forest,"['stream', 'rocks', 'forest']",OOD
sun_bhepxxkfwcoeehoz,a canal in the city with boats in it,"['canal', 'city', 'boats']",OOD
sun_arnezernszwqczyr,a row of blossoming trees in a green field,"['row', 'trees', 'field']",OOD
sun_afwrdxshqwsbwwqa,a tractor driving through an orchard of apple trees,"['tractor', 'orchard', 'apple', 'trees']",OOD
sun_acattnijkpfumpru,a field of wheat with a red barn in the background,"['field', 'wheat', 'barn', 'background']",OOD
sun_brrsyqswvlqzqiam,a field of crops with mountains in the background,"['field', 'crops', 'mountains', 'background']",OOD
sun_ahxtvvbnrslnwwdx,a garden with a fountain in the middle,"['garden', 'fountain', 'middle']",OOD
sun_bsaplrngqqkwxfer,a glacier in the middle of a body of water,"['glacier', 'middle', 'body', 'water']",OOD
sun_aganutlwmruufhhi,a river with palm trees on the side of it,"['river', 'palm', 'trees', 'side']",OOD
sun_bxklcgayciqadfbd,people skiing down a snow covered slope in the woods,"['people', 'snow', 'slope', 'woods']",OOD
sun_aihjysmcbxstusiy,a large wave in the water in the ocean,"['wave', 'water', 'ocean']",OOD
sun_brhtwpxvfhwcvbmh,a man driving a tractor in a field,"['man', 'tractor', 'field']",OOD
sun_agzsjiqyoyxibzxi,a dirt road in a field with a house in the background,"['dirt', 'road', 'field', 'house', 'background']",OOD
sun_aezcfrzqubvziqhg,an iceberg in the water with a seaweed on it,"['iceberg', 'water', 'seaweed']",OOD
sun_algdecbmpcsmrchb,a small wooden chair sitting in front of a cliff,"['chair', 'front', 'cliff']",OOD
sun_agrzxdnohrgqwjnq,a woman is standing in the snow on skis,"['woman', 'snow', 'skis']",OOD
sun_ahbvqxjsqyazqgbp,a boat in the water in front of an iceberg,"['boat', 'water', 'front', 'iceberg']",OOD
sun_agzuwzynlqspioxi,a sunset over the mountains with clouds in the sky,"['sunset', 'mountains', 'clouds', 'sky']",OOD
sun_boowpnhjvnotrzrp,a view of a mountain range and a blue sky,"['view', 'mountain', 'range', 'sky']",OOD
sun_advpvpaatkrmqztw,a large body of water with waves in it,"['body', 'water', 'waves']",OOD
sun_bllalbrkfiqavyhr,the formal garden in the inner courtyard,"['garden', 'courtyard']",OOD
sun_adfhqrxkbngtjpjx,an iceberg in the water on a cloudy day,"['iceberg', 'water', 'day']",OOD
sun_assnhpsxsquglxnr,a field of tall grass with trees in the background,"['field', 'grass', 'trees', 'background']",OOD
sun_azpcmsaziphtzoat,an iceberg with a hole in it in the ocean,"['iceberg', 'hole', 'ocean']",OOD
sun_buuqqlaulkzkzcxm,a field of tall grass with purple flowers,"['field', 'grass', 'flowers']",OOD
sun_arhsuyqmegcknown,a row of blossoming apple trees in an orchard,"['row', 'apple', 'trees', 'orchard']",OOD
sun_baulgnwkepwuhnnb,a snow covered road with trees and mountains in the background,"['snow', 'road', 'trees', 'mountains', 'background']",OOD
sun_buwplyssabskyede,a garden with a greenhouse in a field,"['garden', 'greenhouse', 'field']",OOD
sun_bntipuwutdgciwul,a dog standing in front of some grape vines,"['dog', 'front', 'grape', 'vines']",OOD
sun_adbjekwkvqzmcsml,two men looking at a rock formation in a cave,"['men', 'rock', 'formation', 'cave']",OOD
sun_aozqxohyetwegwom,a large waterfall in the middle of a river,"['waterfall', 'middle', 'river']",OOD
sun_anydcgshcmvyfkka,a view of the mountains in a field,"['view', 'mountains', 'field']",OOD
sun_bmdswrwbxyefoeof,a garden with a tree and flowers in it,"['garden', 'tree', 'flowers']",OOD
sun_aznmzaqsgxjwxwfj,a forest of tall thin trees in the woods,"['forest', 'trees', 'woods']",OOD
sun_axnmdovnqgmgtobw,a trail in the woods with a tree,"['trail', 'woods', 'tree']",OOD
sun_bxmtzlwjlnjawjhd,people working on the top of a mountain in the snow,"['people', 'top', 'mountain', 'snow']",OOD
sun_bvyrrijcefalwkel,a man riding a wave on a surfboard in the ocean,"['man', 'wave', 'surfboard', 'ocean']",OOD
sun_anwloztzsttqntse,a tree in a field next to a house,"['tree', 'field', 'house']",OOD
sun_ayqajfqypichzjqc,a river running through a town on the side of a hill,"['river', 'town', 'side', 'hill']",OOD
sun_bzruwuarcctpdojw,a vegetable garden with tomatoes and other plants in a wooden box,"['vegetable', 'garden', 'tomatoes', 'plants', 'box']",OOD
sun_acipmwepbntxoxou,the bamboo forest of arashiyama in kyoto japan,[],OOD
sun_bxxjzuukzmvfmndi,a boat in a canal near a house,"['boat', 'canal', 'house']",OOD
sun_bvmbtprmorfswznh,a creek in the woods with rocks and trees,"['creek', 'woods', 'rocks', 'trees']",OOD
sun_bqkekoxbfusxmant,a garden of hedges and flowers in a garden,"['garden', 'hedges', 'flowers', 'garden']",OOD
sun_arriicyszlexqdqm,a green field with mountains in the background,"['field', 'mountains', 'background']",OOD
sun_bzptfewoegumayia,a large tree in the middle of a forest,"['tree', 'middle', 'forest']",OOD
sun_akfwarowhreujguf,a large rock in the middle of the ocean,"['rock', 'middle', 'ocean']",OOD
sun_amnjdtkawzvxhxmu,a large body of water with a mountain in the background,"['body', 'water', 'mountain', 'background']",OOD
sun_akuztegtzgxgsqyn,a group of people working on a field with a tractor,"['group', 'people', 'field', 'tractor']",OOD
sun_bprlumfhkqeujucf,a waterfall in the middle of a river,"['waterfall', 'middle', 'river']",OOD
sun_arzksdeboxiiqwds,the inside of an underground cave with a wire,"['inside', 'cave', 'wire']",OOD
