ImageID,Caption,Nouns,Type
3101dcc8ee4d5b3f67d2781f8a5e2cfe,a plant with three white flowers in the grass,"['plant', 'flowers', 'grass']",OOD
55ef403926881072953320237ccc650b,a bunch of yellow flowers in the grass,"['bunch', 'flowers', 'grass']",OOD
d19763dedff57c75514e77c39924cb72,a yellow flower is growing in the grass,"['flower', 'grass']",OOD
80ffa75a9c089d450965bb6c38f528de,a plant with green leaves and white flowers,"['plant', 'leaves', 'flowers']",OOD
bb2d4108a7a65682f7b618ffebe2e82a,a seed growing on top of a plant,"['seed', 'top', 'plant']",OOD
3d0d8f8c9db390a3c5564ccd91b31abd,a group of green plants growing in the dirt,"['group', 'plants', 'dirt']",OOD
72d7130fe4875effdac5354912a84dba,a close up of a plant with green and purple leaves,"['close', 'plant', 'leaves']",OOD
09d20ab11a2b5afdcd829976e3af5fe6,a tree branch with green leaves in a garden,"['tree', 'branch', 'leaves', 'garden']",OOD
b71252c19ae7ab65609ad0915830bd8e,a close up of a plant in the ground,"['close', 'plant', 'ground']",OOD
792a1c451d66558bb02a2c2f4e551d45,a close up of a plant with green leaves,"['close', 'plant', 'leaves']",OOD
380be12a2e5771eccf810c2f718021d0,a close up of a yellow flower on a stem,"['close', 'flower', 'stem']",OOD
bb0461169be781a150a731a34f8ef58b,a white flower on a green plant,"['flower', 'plant']",OOD
e5b7b2560371a8a19ec38f3702a4b745,a field of tall grass with trees in the background,"['field', 'grass', 'trees', 'background']",OOD
37a9cb09d25a75d0e55b6bd32d695337,a sign that says cedar elm umminic grassolate on the ground,"['sign', 'cedar', 'grassolate', 'ground']",OOD
61cbef47b9a0c365b75534bf4b3a358a,a white flower on the ground in the dirt,"['flower', 'ground', 'dirt']",OOD
247fd0074c0495a545c6311d89250f24,a group of aloe vera plants on the ground,"['group', 'plants', 'ground']",OOD
4d0b88e8da999d46d3df83a02d6b0404,a white flower with a yellow center in the grass,"['flower', 'center', 'grass']",OOD
342c00d236888f015bbb97e399036f10,a close up of a green plant on the ground,"['close', 'plant', 'ground']",OOD
ee6af57c2aa67ff7a2dee2dab1785492,a hand holding a coin next to some small white flowers,"['hand', 'coin', 'flowers']",OOD
5134d78203d1ab5ff94b2667a95bbf87,a small green plant growing in the dirt,"['plant', 'dirt']",OOD
242fe123f754ce941953633a52020a96,a tree with green leaves and some flowers on it,"['tree', 'leaves', 'flowers']",OOD
4aaa059b2734d020c3d20c58a6af5192,a plant with yellow flowers in the grass,"['plant', 'flowers', 'grass']",OOD
6c20843088ded1c33c33b8c8f71fe72d,a plant with yellow flowers and green leaves,"['plant', 'flowers', 'leaves']",OOD
87a41ff8ef3d53edf1312c7998a24ccf,a close up of a green plant with yellow flowers,"['close', 'plant', 'flowers']",OOD
9291cba4f83b00b2e8c776d3d39cbf5e,a group of prickly pear cactus growing in the dirt,"['group', 'pear', 'dirt']",OOD
b9201f235cc83e4538fa2e9aae30d768,a small plant with green leaves growing in the dirt,"['plant', 'leaves', 'dirt']",OOD
18dae0d25ef00eaf7053fe6850b3d7fe,a green plant with green leaves on it,"['plant', 'leaves']",OOD
fbb07bf76d399b3e4057c90c7b394848,a close up of yellow flowers in a field,"['close', 'flowers', 'field']",OOD
7dc86d1e551434750e303478df060a7c,a small yellow flower on the ground,"['flower', 'ground']",OOD
c1f7ec895c6d4aff0f24eae1dd1a2f68,a large green leaf with brown spots and a brown stick,"['leaf', 'spots', 'stick']",OOD
84989ed77bf07a6d455976d8affc69cd,a close up of a tree branch with a tree stump,"['close', 'tree', 'branch', 'tree', 'stump']",OOD
ac69893d0b4f1e4c71bab3bf7ce6d0c3,a tree with yellow leaves on a hillside,"['tree', 'leaves', 'hillside']",OOD
9ea2094b31e8dce04c438cccab88c837,a large plant with green leaves in a garden,"['plant', 'leaves', 'garden']",OOD
a8d75a859db6bbd9420e8dd6046be293,a plant with yellow flowers in a field,"['plant', 'flowers', 'field']",OOD
78686623a84cb354ed75c33e39e123d3,a blue and white flower in the grass,"['flower', 'grass']",OOD
019fe4dbc16b29c7d2f901c15087d8ec,a close up of a green plant with brown stems,"['close', 'plant']",OOD
ed37da701812c1a9feb9bacc6556f21a,a large tree with green leaves on it,"['tree', 'leaves']",OOD
9c5b4117baa55ea95c63b7057e08b485,a branch with pink flowers on it in a field,"['branch', 'flowers', 'field']",OOD
516087f6d5adfd4adb0a934f908b9e4c,the trunk of a tree in the woods,"['trunk', 'tree', 'woods']",OOD
b69f783482ad998347fcf5c309ee0740,a plant with green leaves in the forest,"['plant', 'leaves', 'forest']",OOD
52423dd973c7b360502f8e2e19d1999c,a close up of a plant with red and green leaves,"['close', 'plant', 'leaves']",OOD
c2fd791c84be449108e8814cd088651b,a plant with green leaves and white berries growing in the woods,"['plant', 'leaves', 'berries', 'woods']",OOD
d821931dcfe19c85dc258d01691c4972,a hand holding a bunch of wheat in a field,"['hand', 'bunch', 'wheat', 'field']",OOD
e909526db91b6f333ee20bb4d6c75f06,a plant in the middle of the forest,"['plant', 'middle', 'forest']",OOD
fd20e5fadf5d0c1e6e824ec34f0e8dbb,a tree with pink flowers with a blue sky in the background,"['tree', 'flowers', 'sky', 'background']",OOD
884860e75765265a7a7dbbf08bd2d10f,a cluster of orange and yellow flowers in the garden,"['cluster', 'flowers', 'garden']",OOD
64daca20f33339a585def8481324b27c,a hand holding a tomato leaf on a tomato plant,"['hand', 'tomato', 'leaf', 'tomato', 'plant']",OOD
a5c3f3b1f03a195057547df116b61b94,a purple flower in the grass,"['flower', 'grass']",OOD
2e5c89ae5606355a7b51b5f337095117,a tree with brown seed pods and a building in the background,"['tree', 'seed', 'pods', 'building', 'background']",OOD
9c3007d47ca3252a43146ad92f4f59fb,a tree with white flowers in a green field,"['tree', 'flowers', 'field']",OOD
35bfbdb72fffd1a4b4239c45d0fdcb05,a field of carrots growing in the grass,"['field', 'carrots', 'grass']",OOD
57fa99357acb5c658aac628ea2aec393,a small green plant growing in the dirt,"['plant', 'dirt']",OOD
bf64657d921e725487dc442e8d1b39f9,a close up of a pine tree,"['close', 'pine', 'tree']",OOD
a33e35bd49d3553732c2d37978fd39b8,a small purple flower on the ground next to a leaf,"['flower', 'ground', 'leaf']",OOD
9518b33f30e48dcb39cf00cb4e4ad2fd,a tree with a piece of paper next to it,"['tree', 'piece', 'paper']",OOD
c31396260dd268fb61e54b47f53fc0eb,a hand holding a plant with white flowers,"['hand', 'plant', 'flowers']",OOD
34659c56364634935a9ae84e7e70d154,a close up of pink flowers on a tree branch,"['close', 'flowers', 'tree', 'branch']",OOD
05d9ceaf8aab6b26202e9b65282e2154,a green plant is growing in the dirt,"['plant', 'dirt']",OOD
f72333a89e1a67de3bad68576be7958b,a tree with green leaves next to a river,"['tree', 'leaves', 'river']",OOD
6cbeee6c159ea246fd13b59d20331145,a close up of a plant with leaves on the ground,"['close', 'plant', 'leaves', 'ground']",OOD
065b9f620092ff6f2dead87d83f92568,a small plant growing next to a tree,"['plant', 'tree']",OOD
e37f846c822bd43a48a69b993ba8e8d8,two prickles on top of each other with a reflection,"['prickles', 'top', 'reflection']",OOD
b7445ec2355d900c985306964e81aa01,a close up of a plant with orange and green leaves,"['close', 'plant', 'leaves']",OOD
1135ead93a0d1b4547eff9de1938acb0,a close up of a yellow flower on a tree,"['close', 'flower', 'tree']",OOD
e6394d67aa0599b1b912eaf20025c00b,a bunch of red and yellow wires on the ground,"['bunch', 'wires', 'ground']",OOD
f826e6c2e6d7bc62436a44bb34b547f7,a small purple flower in the grass,"['flower', 'grass']",OOD
0ef3c640b0cd5ab8da4ae7b339196bb4,a close up of a person holding a pine tree branch,"['close', 'person', 'tree', 'branch']",OOD
305a8b4fc679b4c385cbe7e3fff114b6,a tree filled with oranges and green leaves,"['tree', 'oranges', 'leaves']",OOD
59485ae6305a01954216632f3b4c6d66,a prickly pear cactus growing in the grass,"['pear', 'cactus', 'grass']",OOD
86e86a5e167872dddd9367080db13d70,a group of trees in a wooded area,"['group', 'trees', 'area']",OOD
5638a0af42b4715de052acc3f8bb53e8,a plant with green leaves in the sun,"['plant', 'leaves', 'sun']",OOD
c4da4148ee9a8a0b019965e2bdd9dd2c,a group of pine cones in the grass,"['group', 'pine', 'cones', 'grass']",OOD
533fe35e9d0750d541783f4c12d0037b,a green plant with pods and green leaves,"['plant', 'pods', 'leaves']",OOD
a8ac0888c4197b81e732a71955c066b3,a bunch of apples on a tree in the dirt,"['bunch', 'apples', 'tree', 'dirt']",OOD
f5e80936e7e4ca9e4030c3d3272e24bd,a purple flower with a yellow center,"['flower', 'center']",OOD
2f37b69bd6245bf43bba6ebd0a219843,a tall plant with yellow flowers in front of a river,"['plant', 'flowers', 'front', 'river']",OOD
7581b911be03f3166da08ba108205f71,a group of purple flowers growing in the grass,"['group', 'flowers', 'grass']",OOD
3ee9dfcaad0cc1232c0e4d390d1adc63,a hand holding a leafy green plant in the grass,"['hand', 'plant', 'grass']",OOD
d805ee598e5afc4d1aaa6ae24cacb5ad,a white flower on a plant in the dirt,"['flower', 'plant', 'dirt']",OOD
8b02a78e04ce2148c3cadefcd8a380d6,a group of violet flowers in the grass,"['group', 'violet', 'flowers', 'grass']",OOD
80bd699ed3c44663debfb1fde64f33f0,a field of grass and purple flowers with the golden gate bridge in the background,"['field', 'grass', 'flowers', 'background']",OOD
7475acf342ab05ed37dd24778314c474,a green leaf of a plant on the ground,"['leaf', 'plant', 'ground']",OOD
48ec3cbab1ea73da3c710181b50411ad,a hand holding a leaf of a marijuana plant,"['hand', 'leaf', 'plant']",OOD
e50ae3dd8a33dfd93ecfe693218ebf56,a tree with a lot of branches and leaves,"['tree', 'lot', 'branches', 'leaves']",OOD
44ed16434d1b43789595bd641590e152,a bunch of pink flowers in the grass,"['bunch', 'flowers', 'grass']",OOD
e665540020bc5fe88bf9933a154334f4,two green leaves growing out of the ground in the woods,"['leaves', 'ground', 'woods']",OOD
2dfc96454a865c252492d8972cedb76a,a plant with green leaves growing in the forest,"['plant', 'leaves', 'forest']",OOD
ee98c66bf17dd53c26b39bf820ab3eb2,a plant with yellow flowers in a field,"['plant', 'flowers', 'field']",OOD
cdaf4b6f32925b8a6be950e861c3e5c6,a group of wild plants in the woods,"['group', 'plants', 'woods']",OOD
9ca533fb4a66b8e0c39ce882dd1954fd,a close up of some green leaves on a tree,"['close', 'leaves', 'tree']",OOD
45a0fbc1641f2a2138faa18ab258b829,a plant with pink and white flowers in the grass,"['plant', 'flowers', 'grass']",OOD
f30e8e441c9b18afa794f0cab8088fe7,a blue flower in the grass,"['flower', 'grass']",OOD
08bac0a6242b734ab5e07161e5aa3045,a tree with red and green leaves on it,"['tree', 'leaves']",OOD
799c996ec7ee804216135299cca45134,a close up of a tree branch with buds and leaves,"['close', 'tree', 'branch', 'buds', 'leaves']",OOD
d28eddfe967ce5224e26e645385c6ced,a plant with white flowers on the ground,"['plant', 'flowers', 'ground']",OOD
94582abc9bd964df24eb63217943b832,a hand holding a large green leaf of a plant,"['hand', 'leaf', 'plant']",OOD
f7c7a0e0c9bee5d06f8935bc8909e9d6,a small orange flower in the middle of the ground,"['flower', 'middle', 'ground']",OOD
4ecd62bdf537390e2dcb513635b02b32,a hand holding wheat in a field of grass,"['hand', 'wheat', 'field', 'grass']",OOD
25d1f205f9638b6ff0f2ca9cb499771d,a bunch of purple and white flowers in the grass,"['bunch', 'flowers', 'grass']",OOD
c58538e95575356f7e65021733773b2c,a close up of a plant with white flowers,"['close', 'plant', 'flowers']",OOD
21d0e5600751bb83fd6e6cb77614721f,a field of red plants in a field,"['field', 'plants', 'field']",OOD
efe291447718d69d4a1d4dfce0f677ba,a small purple flower in the grass,"['flower', 'grass']",OOD
1a830cfee5fcc6fefc2a90b6263056dc,a close up of green leaves on a plant,"['close', 'leaves', 'plant']",OOD
35393507b0ffc4743c69aa56b09f7da9,a group of purple flowers in the grass,"['group', 'flowers', 'grass']",OOD
2cd3094bc11d98a339d598f9ea7fb13a,a purple and yellow flower in the grass,"['flower', 'grass']",OOD
d723650b782256b79402e72352cb5259,a marijuana plant growing in the grass,"['plant', 'grass']",OOD
172d3253207223e88185366bebe70b89,two red flowers on a cactus in the desert,"['flowers', 'cactus', 'desert']",OOD
d7c123117a82b6d29db65eabe2f8e8d6,a yellow flower on a tree in the desert,"['flower', 'tree', 'desert']",OOD
281e29c96ff90e76237d4070b57a0ede,a tree with green leaves and small white flowers,"['tree', 'leaves', 'flowers']",OOD
a976ee05c596941972bd733bb329a54e,a hand holding a small leaf of a mint plant,"['hand', 'leaf', 'mint', 'plant']",OOD
5e9da4afb788110f07d95a3e45d4eba7,a bunch of fruit hanging from a tree,"['bunch', 'fruit', 'tree']",OOD
19e68b5ba71db809e06b75c26edd993f,a plant with green leaves in the grass,"['plant', 'leaves', 'grass']",OOD
2dd3a9a90754a2af3f1cdc6405894f17,a small flower on a mint plant,"['flower', 'mint', 'plant']",OOD
bcc0358124ba2bcd7eb2943058075d65,a tree with purple flowers in a field,"['tree', 'flowers', 'field']",OOD
2c4c5e3ef2b91c59037ae38e54d2593b,a plant with purple flowers on a tree branch,"['plant', 'flowers', 'tree', 'branch']",OOD
f6322a04c6b25aa2378ab40ac660cf97,the bark of a pine tree with blue markings on it,"['bark', 'tree', 'markings']",OOD
358e0c37e8853ef70feaaedea7140d9b,a pine cone hanging from a tree,"['cone', 'tree']",OOD
d953a2d84f3491cd2da158b2ae31518c,a close up of a yellow flower in the grass,"['close', 'flower', 'grass']",OOD
c98e16a6f353f716cffa8eafa0353f3c,a group of trees in a field with green grass,"['group', 'trees', 'field', 'grass']",OOD
a60466a5ec60a965c9a327d4ef73baa8,a closeup of green leaves on a tree,"['closeup', 'leaves', 'tree']",OOD
51ebf77e537a552b3a025cddcf91a73e,a cluster of tomatoes growing on a plant,"['cluster', 'tomatoes', 'plant']",OOD
8bbbef622b5046c89659805ca17f50d9,a small red plant growing in the grass,"['plant', 'grass']",OOD
83d7c6c16d9c9096e86dfd98df98f592,a plant with green and red leaves in a field,"['plant', 'leaves', 'field']",OOD
788390b9f0e5dcc8ca52d6da478051fe,a large green plant with long leaves in a garden,"['plant', 'leaves', 'garden']",OOD
191dbdec6e9c9bd632be9d15e3c87a62,a plant with pink flowers in the grass,"['plant', 'flowers', 'grass']",OOD
8bc8a0b5817714e8745ced51242c0d60,a small plant with green leaves growing in the ground,"['plant', 'leaves', 'ground']",OOD
2e8ecd0ae25a9a9b2b6566e46cf3c1f5,a tree with a lot of green leaves on it,"['tree', 'lot', 'leaves']",OOD
7c7118bcd5161a6ca61e3a9bd5b3b1f8,a hand holding a green fern plant in the woods,"['hand', 'plant', 'woods']",OOD
bfed3c002ce12703acd323cbae19db66,a patch of grass and dirt with green and brown plants,"['patch', 'grass', 'dirt', 'plants']",OOD
3a3ff0fe7b8c818491728e782c934c34,a blue flower on a plant with leaves,"['flower', 'plant', 'leaves']",OOD
363a81424e1de4245dd25bdf2136eb71,three white flowers in the grass next to a body of water,"['flowers', 'grass', 'body', 'water']",OOD
df5159dbc44667d3f0bd62e18df1d42e,a tree with green and red leaves growing on it in the woods,"['tree', 'leaves', 'woods']",OOD
6470174903e5f853b03c556152fe90bb,a small brown leaf on a ruler,"['leaf', 'ruler']",OOD
d09b6534779c1420727d51fbd1f55371,a prickly pear cactus growing in the wild,"['pear', 'cactus', 'wild']",OOD
7eb585e72050e1ceda2585ca3268d165,a plant with green leaves on a tree,"['plant', 'leaves', 'tree']",OOD
8a2d7996c26f313ee2952c43c987608a,a flower that has been peeled off of a plant,"['flower', 'plant']",OOD
983ceb9df6b1fbbc388b663d27c3469b,a group of green plants on the ground,"['group', 'plants', 'ground']",OOD
09cb59c2601b042e6bd74ccaad6da4b7,a plant with green leaves growing in the grass,"['plant', 'leaves', 'grass']",OOD
4e805d5ce0563ac1b3cb0d91bf6a287b,a bunch of pink and white flowers on a tree,"['bunch', 'flowers', 'tree']",OOD
990ccff3a34486b42ac7acaff2321800,a cluster of white flowers in the grass,"['cluster', 'flowers', 'grass']",OOD
749bdaa40d89518c8e4f4005f24ed1fa,a close up of the flower stem of a plant,"['close', 'flower', 'stem', 'plant']",OOD
3543ccc4014f7d8736d512258b41d00c,three agaves in the sand on the beach,"['agaves', 'sand', 'beach']",OOD
4af3df7fe7a7b8852540edc82ded85fd,a tree with purple flowers in the woods,"['tree', 'flowers', 'woods']",OOD
1e21340b97c826f49d19dc3e37056555,a large group of ferns growing in the grass,"['group', 'ferns', 'grass']",OOD
2d69c23663b7ff3eb4bd6924ccd53232,a close up of a plant with green leaves,"['close', 'plant', 'leaves']",OOD
34eb5d41e54293fab69ec115eead57c7,a field of flowers with trees in the background,"['field', 'flowers', 'trees', 'background']",OOD
730a19e7a571186bb8f48678e749b7d7,a plant with yellow flowers and green leaves in the grass,"['plant', 'flowers', 'leaves', 'grass']",OOD
1e512e44147a05dc63a09b90403fd7ed,a close up of a tree with berries on it,"['close', 'tree', 'berries']",OOD
58f38ba448a7829a3ff363bf93bd8d3d,a shadow of a person in the grass,"['shadow', 'person', 'grass']",OOD
3325b843c4da065adf259cd2811fadb6,a plant with green leaves in the grass,"['plant', 'leaves', 'grass']",OOD
c2587c8897f1394f8c858baea87b7023,raspberries growing on a tree in the forest,"['raspberries', 'tree', 'forest']",OOD
5004081976fde10c228b7b1eee573f90,a fig tree with mountains in the background,"['fig', 'tree', 'mountains', 'background']",OOD
fe4ff7997e16158b37dcddd629e3e02a,a plant with yellow flowers in the woods,"['plant', 'flowers', 'woods']",OOD
2a115fb5675a44b2df27fbd5b2d16c4e,a branch with pink flowers on it in the woods,"['branch', 'flowers', 'woods']",OOD
67625dbb99c31d109bf5ab7273cde83d,a close up of a tree with red leaves on it,"['close', 'tree', 'leaves']",OOD
587eafcbdc490897c232be916e565a00,a plant with ferns growing in the ground,"['plant', 'ferns', 'ground']",OOD
03122480e1b4cfd8463df40d183de3ba,a close up of a flower in the woods,"['close', 'flower', 'woods']",OOD
43b728748b4c9d57bd5f3d2afd59db36,a close up of a purple plant with red flowers,"['close', 'plant', 'flowers']",OOD
2523607d8da0a0b87e6be5515de6d444,a view from the top of a mountain overlooking a field and the ocean,"['view', 'top', 'mountain', 'field', 'ocean']",OOD
e2115194e567bfa53f8ebe2b1c83903c,a person holding a purple flower in their hand,"['person', 'flower', 'hand']",OOD
b178ec161e79eb1c32830f2ef03fddb7,a branch of pink buds on a tree branch,"['branch', 'buds', 'tree', 'branch']",OOD
a4b6de3d7f8bcfed47d2b9ddba63702c,a plant with white and red flowers in the grass,"['plant', 'flowers', 'grass']",OOD
fc0f2948cd12a7962c57f4a12d68e868,a patch of dirt with tree branches and leaves,"['patch', 'dirt', 'tree', 'branches', 'leaves']",OOD
a26cce9e401cf7183b2eb35771cdcf86,a purple flower in a field of grass,"['flower', 'field', 'grass']",OOD
b85f9356fb605acd7e0c625f1e6e4821,a small white flower on a stem with a green background,"['flower', 'stem', 'background']",OOD
7286e72df9805fe02d229767b0bcb469,a close up of yellow flowers on a field,"['close', 'flowers', 'field']",OOD
010133defca7b3b3ad8cf46da3266107,a tree with a bunch of leaves on it,"['tree', 'bunch', 'leaves']",OOD
1cd369b61c76f7199584190201c56846,a group of plants with purple flowers in the grass,"['group', 'plants', 'flowers', 'grass']",OOD
5c2869cb54bd326763d52eaa01ea356b,a green plant in the middle of a field,"['plant', 'middle', 'field']",OOD
7e2721f41eeee7fcf6ab198b7936cbc2,a close up of a plant with purple flowers,"['close', 'plant', 'flowers']",OOD
03411c925d2aa9dc492be6ef4964bfe4,a tree in a field next to a fence,"['tree', 'field', 'fence']",OOD
615236b254053d2b72614f0474a0d0f3,a plant growing in the grass,"['plant', 'grass']",OOD
8cde6e872353eee318cf127bb922d5f1,a plant with green leaves on the ground,"['plant', 'leaves', 'ground']",OOD
d3904f6e57978445f89e0c9e4f0d370a,a plant with green leaves growing in the woods,"['plant', 'leaves', 'woods']",OOD
8a2b964d6322298efc505ad1e1b5694c,a bee on a yellow flower next to an olive tree,"['bee', 'flower', 'olive', 'tree']",OOD
27712d66da5d1d05491d8563505605e8,a close up of tall grass in a field,"['close', 'grass', 'field']",OOD
ac834e37b33973fea0327d6c62f6a7b6,a purple flower on the ground in the woods,"['flower', 'ground', 'woods']",OOD
65afac3691c3996e626d99b4cbf4c08b,a close up of some white flowers in the grass,"['close', 'flowers', 'grass']",OOD
345a454d141d569654d741844b1e30ea,a white flower with a yellow stigma in the center,"['flower', 'stigma', 'center']",OOD
6d1c81abd683e299903ea1e52e0c9e2f,a plant with small pink flowers and green leaves,"['plant', 'flowers', 'leaves']",OOD
f5a1667e7e6e46d770d2bfb137d606bc,a hand holding a blade of grass with a bug on it,"['hand', 'blade', 'grass', 'bug']",OOD
efc273e4d71555d78f13742d742e7e49,a close up of a succulent plant with pink and white flowers,"['close', 'plant', 'flowers']",OOD
663b3681fe979343c8a5ee1183d28d33,a plant with green leaves in the grass,"['plant', 'leaves', 'grass']",OOD
422c36df0f3b59029c2678a957dee2c3,a close up of a plant in the ground,"['close', 'plant', 'ground']",OOD
5bd9c355f390182f0a4f9fb03e55bc81,a bunch of white flowers on the ground,"['bunch', 'flowers', 'ground']",OOD
ac2dde751521fdb49f20ca753b5f04d8,a field of grass with leaves on the ground,"['field', 'grass', 'leaves', 'ground']",OOD
21e7c10d9b6a37cc0f0000202e9bdf7f,a cluster of yellow flowers with green leaves,"['cluster', 'flowers', 'leaves']",OOD
4cd1cbea9a82e3c4943e05d055998292,a tree that has been cut down in a forest,"['tree', 'forest']",OOD
55bb497bccbea095c1a24915152bd6cc,a close up of a plant with green leaves and purple flowers,"['close', 'plant', 'leaves', 'flowers']",OOD
43a7d827079b2e00acd1a372f254c2ee,a green plant in the middle of a field,"['plant', 'middle', 'field']",OOD
8527c756986b8e38d5ba21361008c746,a tree with pink flowers and seed pods,"['tree', 'flowers', 'seed', 'pods']",OOD
525b9870f7a7a516bb946aede00cd05f,a field of grass and flowers with yellow and purple flowers,"['field', 'grass', 'flowers', 'flowers']",OOD
32f4c051deba59b92447f59dba05ee13,a person holding a bunch of hazelnuts in their hand,"['person', 'bunch', 'hazelnuts', 'hand']",OOD
59d39159bd2f05f1c4766651d5841470,a redbud tree in a field with trees,"['tree', 'field', 'trees']",OOD
5fe2bc5bd71e08cfa33d9129b1ae170b,a group of purple and white flowers in the grass,"['group', 'flowers', 'grass']",OOD
ed2a2ffb142c983f6df94077f32058c2,a couple of red leaves on the ground under some green plants,"['couple', 'leaves', 'ground', 'plants']",OOD
c95da13a604053fcea69c2cbf9466278,a white flower on a green plant,"['flower', 'plant']",OOD
ddfe81b505d5133bf0834f0c99709efa,a plant with white flowers in the grass,"['plant', 'flowers', 'grass']",OOD
3895b3f59e932a8356fa5ef95376838d,a close up of a plant with green leaves,"['close', 'plant', 'leaves']",OOD
a332277c7cefb0bad7db1b9c115af2d6,a tree with bark and moss on it in the woods,"['tree', 'bark', 'woods']",OOD
d0cccd2f200db34a6fa3d9f972293333,a tree that has been tied to the branch of a tree,"['tree', 'branch', 'tree']",OOD
8ec4cb7d92003946a216023c4538cafe,a plant with small pink flowers in the grass,"['plant', 'flowers', 'grass']",OOD
d2402e96c89a758f7bdb67cc648afd51,a hand touching a large green leaf of a plant,"['hand', 'leaf', 'plant']",OOD
e8a099bc3ed1cb6ef4f75612479620d3,a purple flower in the middle of leaves on the ground,"['flower', 'middle', 'leaves', 'ground']",OOD
cf5b508d317066c97bc2445b55eef897,a bunch of red berries on top of a stem,"['bunch', 'berries', 'top', 'stem']",OOD
c6845f92ba1e8c67e3b139163f88b5b7,a green plant in a field of brown grass,"['plant', 'field', 'grass']",OOD
081cf2d7a9536f88618d7c05b7b4ab3e,a plant growing in the woods near a tree,"['plant', 'woods', 'tree']",OOD
2d3919d3caf68eb0036f52bb1607ad69,a close up of some small white flowers in the water,"['close', 'flowers', 'water']",OOD
a7e6f2cefa5f3353ccf717a69f95b370,a tree with green leaves and green fruit on it,"['tree', 'leaves', 'fruit']",OOD
24c6df4460bdaf78a2e8cee54dc2887c,a hand holding a small yellow flower in the grass,"['hand', 'flower', 'grass']",OOD
62dca2185029357c5f01ce43f29b4e55,a group of yellow flowers in the grass,"['group', 'flowers', 'grass']",OOD
51d5b193407775aae16943e367d8066f,a close up of a yellow flower in the grass,"['close', 'flower', 'grass']",OOD
416cbc4aa67a75e8b8c0f4df8bc6b1a2,a hand holding a plant with green leaves,"['hand', 'plant', 'leaves']",OOD
ce7c2e1dcc8a983f4fb88394dfb0221e,a hand holding two green leaves of a plant,"['hand', 'leaves', 'plant']",OOD
80d206cdd19836befa2cc6edd27ec48e,a group of pink flowers in the grass,"['group', 'flowers', 'grass']",OOD
de9c47366908818386e4b460d0bc218f,a close up of a yellow flower on a plant,"['close', 'flower', 'plant']",OOD
58d7248e011da1be28d01cd19e59d618,a close up of a plant with white flowers,"['close', 'plant', 'flowers']",OOD
f44c37edb3fe5218cbb5a7c5de441a9f,a small plant with white flowers next to a log,"['plant', 'flowers', 'log']",OOD
2b0e90b8e479f7e0a6ad3bfb41fbb606,an orange flower is hanging from a green stem,"['flower', 'stem']",OOD
08ea86c560cb984d4110c971d34bf57e,a group of yellow flowers growing in the dirt,"['group', 'flowers', 'dirt']",OOD
a4c6cce1c2e7601d2fc2707035e27f4f,a starfish laying on the rocks on the beach,"['starfish', 'rocks', 'beach']",OOD
c7c2da34c3804f79bb8b7ba78962d93e,a hand holding a branch of a tree with berries,"['hand', 'branch', 'tree', 'berries']",OOD
f7dbb180f7cafb2bbca9667670e2f45b,a close up of yellow flowers on a plant,"['close', 'flowers', 'plant']",OOD
ea79c6a44fe75b1a2fc330da30758631,a person holding a blade of grass in their hand,"['person', 'blade', 'grass', 'hand']",OOD
03b23c4cf6a3dfee9e565e8ff7282eff,a hand holding a handful of green plants,"['hand', 'handful', 'plants']",OOD
1d639af7faf3e112898aab7687be0ac5,a plant with red leaves growing in the rocks,"['plant', 'leaves', 'rocks']",OOD
14895fca919df14934cd6fb276bb8130,a white flower on a green plant in the grass,"['flower', 'plant', 'grass']",OOD
9f3520db633ebfd2c218c4ff60638f4f,a close up of the bark of a tree,"['close', 'bark', 'tree']",OOD
bf8841cefa14489d3485e8f78459cf22,a woman sitting in a tree with a bunch of flowers,"['woman', 'tree', 'bunch', 'flowers']",OOD
4de16735498221d58b009ab4770419c2,a large green tree in the middle of a field,"['tree', 'middle', 'field']",OOD
951459c810575e62edf7ba4530853279,a plant with many small white flowers on it,"['plant', 'flowers']",OOD
1de8bbf5df9d932085f0df67c5ae2743,a hand holding a small green plant with a pink flower,"['hand', 'plant', 'flower']",OOD
c0a15b1662838f3452262e38e5688d0a,a group of bamboo trees in the jungle,"['group', 'bamboo', 'trees', 'jungle']",OOD
909d1699e9c2f0b6a02ffb986f55e1fc,a close up of a plant with green leaves,"['close', 'plant', 'leaves']",OOD
b9e6f385027950d43a13ae09d70556a0,a group of yellow flowers in the grass,"['group', 'flowers', 'grass']",OOD
0615a5fa08fbb082bc73398ff7119211,a flower on a prickly pear cactus,"['flower', 'pear', 'cactus']",OOD
6ac4a30b5f09e3852ff7e68b4da9e817,a hand holding a plant with green leaves,"['hand', 'plant', 'leaves']",OOD
4408ed93e4ddde1c8625c0db55451a63,a group of flowers in the grass,"['group', 'flowers', 'grass']",OOD
80d16cff18c1b8be80a442443e9328df,a plant with yellow flowers in the grass,"['plant', 'flowers', 'grass']",OOD
5a279b228e0d7f63fdf3d0aa8d1653c3,a field of flowers in the grass,"['field', 'flowers', 'grass']",OOD
bc9bf47ddc44f4ba3deb106e3bb61f5f,a plant with green leaves growing in the dirt,"['plant', 'leaves', 'dirt']",OOD
52c120d01880678c56f16c90ecbb0ac5,a green plant growing in the dirt,"['plant', 'dirt']",OOD
