,ImageID,Caption,Nouns,Type
2983,4d0b88e8da999d46d3df83a02d6b0404,white lily in the garden.,['garden'],OOD
2984,4d0c1bd3ea778d1c4ee5d2b93a67fd8a,a close - up of the flower.,"['close', 'up', 'flower']",OOD
2985,4d106c081a14ccc703dad8b2a85949c9,biological species growing on the side of the road.,"['species', 'side', 'road']",OOD
2986,4d10cd9e18d8be1ec0837bcfaf6fc94e,close - up of a green leaf.,"['up', 'leaf']",OOD
2987,4d11cb2926c4f4a7e9c7de465f257231,plants growing out of the ground.,"['plants', 'ground']",OOD
2988,4d13caff4803995b6fca2f5536d6875b,this is the first time i've seen this plant in my garden.,"['time', 'plant', 'garden']",OOD
2989,4d1ce2f6e5f17801734351332ae9e37a,biological phylum growing on a tree.,"['phylum', 'tree']",OOD
2990,4d1ced88946861d67777acbb6972b71a,this is the first time i've seen this plant in my garden.,"['time', 'plant', 'garden']",OOD
2991,4d209eca30cd122da9140cc6980c6e0c,flowers growing on the side of the road.,"['flowers', 'side', 'road']",OOD
2992,4d2f6cb2656ab82855e46acb47081e45,biological species on a tree.,"['species', 'tree']",OOD
2993,4d3415051709c05e74da3fa8b69e3989,close up of a flower.,['flower'],OOD
2994,4d3936b9cd880e88a8661bf1c4303593,the first flower of the season.,"['flower', 'season']",OOD
2995,4d4154915e7d2bc5866248ab5f260393,wild flowers in the forest.,"['flowers', 'forest']",OOD
2996,4d4ae49ab5055274181964a67cf0a0b9,biological species growing in the garden.,"['species', 'garden']",OOD
2997,4d5c4576ee6583e4a7988d48efdeba78,a walk in the woods.,"['walk', 'woods']",OOD
2998,4d69d1c5f225670dbe2378026a3d15d2,biological genus growing on a tree.,"['genus', 'tree']",OOD
2999,4d6de1f00aa93d1c31320b603abbca19,biological species is a common shrub.,"['species', 'shrub']",OOD
3000,4d7077b1f81e12e336795a1dc5d93f59,a close - up of the flower.,"['close', 'up', 'flower']",OOD
3001,4d71f49eeb1c2053e66fabea09e8ca35,a flower in my garden.,"['flower', 'garden']",OOD
3002,4d72129560f447a89681a8526c4bb4e9,biological genus in bloom in the desert.,"['bloom', 'desert']",OOD
3003,4d80c94abcc1ce5ce6bf492206d003bf,this is the first flower i've ever seen.,['flower'],OOD
3004,4d85356f3af0c826a2404e91f6f06ea6,biological species in bloom in the spring.,"['species', 'bloom', 'spring']",OOD
3005,4d879abb98c561b5ade32242aa0f92e3,biological species in the grass.,"['species', 'grass']",OOD
3006,4d8800ca7c8e28a5b81e37acee5db060,yellow flowers in the garden.,"['flowers', 'garden']",OOD
3007,4d8e8902cd0c030668cf29f57ea59ced,biological species in the rainforest.,"['species', 'rainforest']",OOD
3008,4d9405499b66ed67e9028dc8b4f64219,wild flowers in the meadow.,"['flowers', 'meadow']",OOD
3009,4d9561f1f8aed149c1add668ffccc15f,a close up of the flowers.,"['close', 'flowers']",OOD
3010,4d9c9662eb3d53b337217e3a340680cf,biological species growing in the forest.,"['species', 'forest']",OOD
3011,4db2ea81355f7b00b5718da8c50407b2,biological genus growing on a rock.,"['genus', 'rock']",OOD
3012,4dbcad5f0b80e9b534c91ec23c6b2688,close up of a flower.,['flower'],OOD
3013,4dc9a666332f4e7e4e855c68ad759e5b,colorful leaves on a bush in autumn.,"['leaves', 'bush', 'autumn']",OOD
3014,4dcb9a91068e61b06a8579f7f87cb7eb,biological species in the forest.,"['species', 'forest']",OOD
3015,4dcc146e98aa4e19324415319795d5d5,a close up of the flowers.,"['close', 'flowers']",OOD
3016,4dd098c1301d777b9699fa81983c0556,biological species growing on the side of the road.,"['species', 'side', 'road']",OOD
3017,4ddadcf66a89bc2d7d7c33d122d8faaf,biological genus in the garden.,"['genus', 'garden']",OOD
3018,4ddaf5c44ee50602f33318032dfa3276,biological genus in the fall.,"['genus', 'fall']",OOD
3019,4dde7d0f38d878a9e2434bffe129ea28,some of the flowers in the garden.,"['flowers', 'garden']",OOD
3020,4ddf87ba18aa51e73abb0473db71705e,a closer look at the flowers.,"['look', 'flowers']",OOD
3021,4de08d2a66411fb1a24f4e453209c572,this is the first time i've ever seen this kind of flower in my garden.,"['time', 'kind', 'flower', 'garden']",OOD
3022,4de0a6c1d0428973c573d9d5ad1d4e09,wild flowers along the trail.,"['flowers', 'trail']",OOD
3023,4de16735498221d58b009ab4770419c2,biological species in the rainforest.,"['species', 'rainforest']",OOD
3024,4de9944e6e3b917af4a0cbb704db7ae5,trees in a forest with blue sky in the background.,"['trees', 'forest', 'sky', 'background']",OOD
3025,4dea197665e85c6a995a28361824cbc0,biological species growing in a field.,"['species', 'field']",OOD
3026,4deff909f919fa193f899da3c1788273,flowers burned in a forest fire.,"['flowers', 'forest', 'fire']",OOD
3027,4df24c2632fad7f2b6855ac4c54d9165,biological genus is a genus of flowering plants in the family.,"['genus', 'genus', 'plants', 'family']",OOD
3028,4df47a38f1b35e89b1f981b6bce35578,biological species is a very common plant.,"['species', 'plant']",OOD
3029,4df878fe7a714966d323da344df2fa5b,biological species on a plant.,"['species', 'plant']",OOD
3030,4dfbc5197cf5ac5540114da1e340810b,biological species in a field.,"['species', 'field']",OOD
3031,4e041ca53e4713517961d5e7d427bbf5,yellow flower in the middle of the field.,"['flower', 'middle', 'field']",OOD
3032,4e07d37acbc716359417d5a8d67ac7b9,purple flowers in the garden.,"['flowers', 'garden']",OOD
3033,4e0efffbc68fc96b856334db5d0b8943,yellow flowers in the garden.,"['flowers', 'garden']",OOD
3034,4e0f731881770627277d2c97b5e21d2a,this is the first flower i've ever seen in my life.,"['flower', 'life']",OOD
3035,4e13ad9644cb1ff73fd0d25877805632,sunlight shining through the leaves of a fern.,"['sunlight', 'leaves', 'fern']",OOD
3036,4e197c580e088fa526009cb22123eae6,this is the first flower i've ever seen in my garden.,"['flower', 'garden']",OOD
3037,4e34d686a29e368d00d20e2a5022b93d,biological genus in the garden.,"['genus', 'garden']",OOD
3038,4e532228ddf55ddc375fb811992db956,a leaf found on the sidewalk.,"['leaf', 'sidewalk']",OOD
3039,4e5403a7058c9eb1bbfa8a46ba9a1d36,a close - up of the leaf.,"['close', 'up', 'leaf']",OOD
3040,4e61fab77dbb01a79944502b8164a750,a close - up of the flower.,"['close', 'up', 'flower']",OOD
3041,4e6f17e2a0235a106315f4c094fc6a99,bumblebee on a pink flower.,"['bumblebee', 'flower']",OOD
3042,4e78adcd268a815ef69213538f867b38,biological species is a common shrub.,"['species', 'shrub']",OOD
3043,4e805d5ce0563ac1b3cb0d91bf6a287b,flowers on the south side of the trail.,"['flowers', 'side', 'trail']",OOD
3044,4e86d3b7f809fcefb2514023cd8119b8,biological species growing in the garden.,"['species', 'garden']",OOD
3045,4e8cd8787d0bc39cd7849e51340494f9,biological species in the forest.,"['species', 'forest']",OOD
3046,4e94bee4763b56bd4e8615fe6a937a6c,close up of a yellow flower.,['flower'],OOD
3047,4e9537c690cf31b606091fcd68d43167,a close - up of the red berries of biological species.,"['close', 'up', 'berries', 'species']",OOD
3048,4e9f46c19ca1087e8dc60f52976ceae1,biological species in the rainforest.,"['species', 'rainforest']",OOD
3049,4ea39c3e2e0351593399bca179d9834a,plants growing in the sand dunes.,"['plants', 'sand', 'dunes']",OOD
3050,4ea413c79dbe23c150979878fbe7431b,biological species on a tree.,"['species', 'tree']",OOD
3051,4eaaa58d7a8b04c6b110408aef0b917f,a close - up of the fern's leaves.,"['close', 'up', 'fern', 'leaves']",OOD
3052,4eb7fc6afe2f70e3b8f3386d6a4ab22c,ferns and ferns in the rainforest.,"['ferns', 'ferns', 'rainforest']",OOD
3053,4ebc7c045552f445796712b689f3ba27,biological species growing in the garden.,"['species', 'garden']",OOD
3054,4ecd62bdf537390e2dcb513635b02b32,a close - up of the ears of a grasshopper.,"['close', 'up', 'ears', 'grasshopper']",OOD
3055,4ed6a189028d27ef3bb707e952b5b68f,biological species growing on the side of the road.,"['species', 'side', 'road']",OOD
3056,4ed9e06a0a9df9f85560d9e6eeafc1b8,this plant has been in my yard for a few months now.,"['plant', 'yard', 'months']",OOD
3057,4edd1a2def383c1b939c0bd6fafde7a4,wild mustard growing in a field.,"['mustard', 'field']",OOD
3058,4eddca50743b21e230821698d5e28e0c,yellow flowers in the garden.,"['flowers', 'garden']",OOD
3059,4ee03f3db359562d35ffdeb1ceaaddd6,this is the first time i've seen this plant.,"['time', 'plant']",OOD
3060,4ef59482e033cc702db928ea6e981135,looking up at the canopy of a tree.,"['canopy', 'tree']",OOD
3061,4f05d9138d6dd99bec92a66d9587d450,biological species growing on a tree.,"['species', 'tree']",OOD
3062,4f07593960547596339fb111dc24fd52,pink flowers in the garden.,"['flowers', 'garden']",OOD
3063,4f16a3adcb5653e15ee3078f713f2e86,wild flowers in the forest.,"['flowers', 'forest']",OOD
3064,4f22f26ceb9addc70f6a721fc059ae9d,biological species in the rainforest.,"['species', 'rainforest']",OOD
3065,4f2a0252a1499940ed3393756b722985,red berries on a tree.,"['berries', 'tree']",OOD
3066,4f2ead187cfcc1960fe23cd1ef242bb1,biological species in the forest.,"['species', 'forest']",OOD
3067,4f3641504af916881ef513ccd3c881dc,a close - up of the flowers in my hand.,"['close', 'up', 'flowers', 'hand']",OOD
3068,4f4e4d40f2a3ed9a2d95a3e8b759561d,a close up of the flower.,"['close', 'flower']",OOD
3069,4f52c0487785fbecea0e30e2e5718ab8,biological species in the spring.,"['species', 'spring']",OOD
3070,4f5dd4eb26750122423308214dc92cd2,biological species growing on the side of the road.,"['species', 'side', 'road']",OOD
3071,4f5e2841e0dd68270e87efe51381c30c,biological genus is a perennial plant that blooms in late summer and early fall.,"['genus', 'plant', 'summer', 'fall']",OOD
3072,4f63bc96baa84a67687c3de5571ce3a0,yellow flowers on the ground.,"['flowers', 'ground']",OOD
3073,4f73a8d77b26134265532ffad07ed1b6,biological species in the spring.,"['species', 'spring']",OOD
3074,4f87f5e96632649608b7fc62f0279076,wild flowers growing on the side of the road.,"['flowers', 'side', 'road']",OOD
3075,4f99c5a1970472fe19a46c0fd44ac7da,biological species in the snow.,"['species', 'snow']",OOD
3076,4fa3f8c484b8206fbadc8b6bd0678956,this is the first time i've seen fruit in the wild.,"['time', 'fruit', 'wild']",OOD
3077,4fa707dd9e4261bd9bf55df1af44b27d,bumblebee on a yellow flower.,"['bumblebee', 'flower']",OOD
3078,4faced919cb25759d84ba35aa0c6a80e,yellow flowers in the garden.,"['flowers', 'garden']",OOD
3079,4fae72906481de840bfa29283c614f9e,wild flowers in the forest.,"['flowers', 'forest']",OOD
3080,4fb1dea55f0555b46ad0b218c34b42c5,this is the first time i've seen this plant growing on a tree.,"['time', 'plant', 'tree']",OOD
3081,4fb3f39372c3f7994686f27f7dc791c1,biological genus in the garden.,"['genus', 'garden']",OOD
3082,4fbe2b677477352f5c73d25551d3f23f,a close - up of the leaves and flowers.,"['close', 'up', 'leaves', 'flowers']",OOD
3083,4fc1d0712f7ef59a33cceffac13ccc05,wild flowers in the forest.,"['flowers', 'forest']",OOD
3084,4fd9a962dfbd6114b25f6b18eed9ca34,a close up of the plant.,"['close', 'plant']",OOD
3085,4fe2d9dac5248ceb532265910690e82c,biological species in the garden.,"['species', 'garden']",OOD
3086,4febef288b9230f715413782b27c855f,biological species growing in the garden.,"['species', 'garden']",OOD
3087,4fed34c56c7805707baea97b659f7a16,biological species in the garden.,"['species', 'garden']",OOD
3088,4ff1ba1f1c2899d24ef0811aaa2bfbde,the first flower of the season.,"['flower', 'season']",OOD
3089,4ff44de274670a1828890f76b029b14f,dandelion seeds blowing in the wind.,"['dandelion', 'seeds', 'wind']",OOD
3090,4ff8bc1731efd9a5f9a748b03e264bd8,this is what the plant looks like after it's been cut down.,['plant'],OOD
3091,5004081976fde10c228b7b1eee573f90,biological genus growing on a tree.,"['genus', 'tree']",OOD
3092,5007e8151b3cbd674210d9eb9570ddd9,wild flowers in the meadow.,"['flowers', 'meadow']",OOD
3093,50138855aa1b61338385994eb5d71910,biological species growing in the garden.,"['species', 'garden']",OOD
3094,501c46b7ac4ccd8d8c66f7244f3868fd,a close - up of the flower.,"['close', 'up', 'flower']",OOD
3095,501cc8fe841fd3acbe22bf3368b8c735,a close - up of the tree's leaves.,"['close', 'up', 'tree', 'leaves']",OOD
3096,501f1d4cf535d1a0f5cb081662b8c761,biological species is one of my favorite plants.,"['species', 'plants']",OOD
3097,5024df0e7b5be87037f7c12bdf93ad5e,person leaves in the wind.,"['person', 'wind']",OOD
3098,5029c386041285569d8971244979aa7e,biological species in the rainforest.,"['species', 'rainforest']",OOD
3099,5036d1bb3836899801c92d10301ca528,biological species on a tree.,"['species', 'tree']",OOD
3100,5036e421f27b6236d1fbd0f6b818f76c,spring is in the air!.,"['spring', 'air']",OOD
3101,5039adf11a51f26e189151b44a1ff6b9,biological genus growing on a tree.,"['genus', 'tree']",OOD
3102,504e0049ba87ac88e42dad007a04fdee,close - up of a person's hand holding a handful of tiny butterflies.,"['up', 'person', 'hand', 'handful', 'butterflies']",OOD
3103,5051760621c338faee60ff48498b7870,a close - up of the flowers.,"['close', 'up', 'flowers']",OOD
3104,5055a92dbd9b9674cbb6ba2fdfe5f608,biological phylum growing on a rock.,"['phylum', 'rock']",OOD
3105,505d12c3e3e8e4f3c2036cbce26fae87,this is the first time i've ever seen a grasshopper in my backyard.,"['time', 'grasshopper', 'backyard']",OOD
3106,505d15a639f4a242235f27a465dbc778,biological species is a very common plant in my garden.,"['species', 'plant', 'garden']",OOD
3107,505fd15220a02814eeb73fd3db378b05,a flower in the middle of the forest.,"['flower', 'middle', 'forest']",OOD
3108,506b6f85f35d26806c6f87e949e58778,wild flowers in the spring.,"['flowers', 'spring']",OOD
3109,5073748e02591d7d226920344e8ae79d,flowers growing on the side of the trail.,"['flowers', 'side', 'trail']",OOD
3110,507e6422ba6787a4333cba33070a7f01,biological genus in the wild.,"['genus', 'wild']",OOD
3111,50815f3e399d52398c8e1650aff29152,a close - up of the flowers.,"['close', 'up', 'flowers']",OOD
3112,508769ca50cf2ca7b43fb605b8c28c97,a close - up of the flower.,"['close', 'up', 'flower']",OOD
3113,508b4b1751e01c13f30d4643a907c7dc,biological species is one of the most popular flowers.,"['species', 'flowers']",OOD
3114,508ec11d0b3ef7e3d40e8e42e9c3868f,biological genus growing on the side of a stone wall.,"['genus', 'side', 'stone', 'wall']",OOD
3115,5095d558b84390de4384c5a85dea5a52,blue irises in the grass.,"['irises', 'grass']",OOD
3116,50960cf9babc73ea71d96946872c93b6,wild flowers on the trail.,"['flowers', 'trail']",OOD
3117,5096bd0bf51950154fcaafc5576a66a8,biological species in the wild.,"['species', 'wild']",OOD
3118,50aabd0da89a0f98029ee8a447ad8385,biological genus is a genus of flowering plants in the family.,"['genus', 'genus', 'plants', 'family']",OOD
3119,50b5e66ea46984ced5bc6be6e3f1f3a0,biological genus growing on the side of the trail.,"['genus', 'side', 'trail']",OOD
3120,50c21f50b7416dcf90e6dfb6bd482498,grass blowing in the wind.,"['grass', 'wind']",OOD
3121,50c50b18a6c80b8e08deb16a142e1824,biological genus is a genus of flowering plants in the family.,"['genus', 'genus', 'plants', 'family']",OOD
3122,50c738f7672651095e2531428e0db3c5,yellow flowers in the garden.,"['flowers', 'garden']",OOD
3123,50cb29eeff0f589e3aa0d21e0cfaadd3,biological species growing on the side of the trail.,"['species', 'side', 'trail']",OOD
3124,50cfc8c67cb71b494a223f21d3a98b77,a close up of the flowers.,"['close', 'flowers']",OOD
3125,50d6adeb1f98ba03009f97b390d222ab,close up of the flower.,['flower'],OOD
3126,50e041aa975b4ab5ad08f1237b2febc0,biological genus growing on a tree.,"['genus', 'tree']",OOD
3127,50f7a06b948d27dbc9e319828ea87bfc,biological species in my hand.,"['species', 'hand']",OOD
3128,50fed403c3a04964a048fa590f1424b7,biological genus in the rainforest.,"['genus', 'rainforest']",OOD
3129,5100b608c02eea08c9493a3678dc14e2,a small stream in the woods.,"['stream', 'woods']",OOD
3130,511526bbb218f014ef083ed49dcb097c,wild flowers in the garden.,"['flowers', 'garden']",OOD
3131,51165bfa5c85f523ac9b835d8eb54e41,biological genus on the side of the road.,"['genus', 'side', 'road']",OOD
3132,5122c099a4aceb0b0515dc4e317e8a11,biological species in the grass.,"['species', 'grass']",OOD
3133,512474143d95f1397b84b19cdaf8f3c6,a close - up of the flowers.,"['close', 'up', 'flowers']",OOD
3134,5128293173fd401e44d7d79c528706c5,biological species growing in a field.,"['species', 'field']",OOD
3135,512c98bbfc61804adaf205391377bf86,biological species in the desert.,"['species', 'desert']",OOD
3136,513080be8b74c4edfb07d45561b2336c,a closer look at the flowers.,"['look', 'flowers']",OOD
3137,51347af840f431becec343c21d468164,this is what the grass looks like after it's been mowed.,['grass'],OOD
3138,5134d78203d1ab5ff94b2667a95bbf87,a close up of the flowers.,"['close', 'flowers']",OOD
3139,5137db7dca194707d993f17d84e0014b,a cluster of red berries on a plant.,"['cluster', 'berries', 'plant']",OOD
3140,513e647992abb5de34cdf7b2a711f227,biological species in the garden.,"['species', 'garden']",OOD
3141,513ebad946c527410f545c543ae665d1,biological genus is a genus of flowering plants in the family.,"['genus', 'genus', 'plants', 'family']",OOD
3142,514c17e30c0e36f033bba769248ba802,biological species growing on the ground.,"['species', 'ground']",OOD
3143,514dc93774a0065ef8535ed7cc8f65a0,a close - up of the flowers.,"['close', 'up', 'flowers']",OOD
3144,5153e562bd86a420a56cf69ddd78778e,looking up at the sky from the top of the tree.,"['sky', 'top', 'tree']",OOD
3145,5159944cbfe608c03712d10a20042a6e,biological genus growing on the side of the road.,"['genus', 'side', 'road']",OOD
3146,515d1cfb62678a58ef28d4ddd26c209d,biological genus growing on a rock.,"['genus', 'rock']",OOD
3147,516087f6d5adfd4adb0a934f908b9e4c,biological species growing on a tree.,"['species', 'tree']",OOD
3148,51618410a290d4fd7c42e0225a3e7fb9,biological species in the garden.,"['species', 'garden']",OOD
3149,516487b9ce98063e2d11b47f5ed73de5,wild flowers in the meadow.,"['flowers', 'meadow']",OOD
3150,516747cdf579f463a9b965138d4023dd,one of the many yellow flowers.,['flowers'],OOD
3151,51679fe4a4d426f7cb462db2d427b8b3,biological species is one of the most common edible snakes.,"['species', 'snakes']",OOD
3152,516bc7a8172b4019fdb88665c27d3e51,purple flowers in the grass.,"['flowers', 'grass']",OOD
3153,517648be7c75d51ea4e339a1783abd71,biological species on a tree.,"['species', 'tree']",OOD
3154,518362da4a424476c9a636c04224abe9,biological species in bloom in the spring.,"['species', 'bloom', 'spring']",OOD
3155,5187215f97e318c250bd0177c12b6438,close - up of a fern leaf.,"['up', 'fern', 'leaf']",OOD
3156,518c69ecaa66fc35a3a0a95edcc24728,plants growing in the ground.,"['plants', 'ground']",OOD
3157,518dab86bdc1b454bae4180a4d59ef89,close up of a hibiscus flower.,['flower'],OOD
3158,51a34ff9bb1c1d51eade3b79c87c1466,wild flowers in the mountains.,"['flowers', 'mountains']",OOD
3159,51a4698e7f20552eb49e3fef7ebf94ce,biological species on the beach.,"['species', 'beach']",OOD
3160,51a78299a432533085da266f64bd1c1b,biological phylum growing on a rock.,"['phylum', 'rock']",OOD
3161,51b28ff80b926f4d6533ee35fe9c18df,biological genus in the spring.,"['genus', 'spring']",OOD
3162,51b9fa7c250e1eb3fb56b81dea685424,green grass moving in the wind.,['wind'],OOD
3163,51bc3e2a9b94e5226264909f8a695d6e,biological species in the snow.,"['species', 'snow']",OOD
3164,51c12a511e0dc723e118a2d48319152d,biological species is one of my favorite plants to grow in my garden.,"['species', 'plants', 'garden']",OOD
3165,51c34b99d3903af092dbe632f791c146,close up of a yellow flower.,['flower'],OOD
3166,51d5b193407775aae16943e367d8066f,close up of a yellow flower.,['flower'],OOD
3167,51d950f46e72f29deac681c60c24a34e,biological species is a very common plant.,"['species', 'plant']",OOD
3168,51d9cdf711814ddd0e405d810de97f1e,biological species growing in the garden.,"['species', 'garden']",OOD
3169,51df29da586d5a5f62b2d39a65e4bfe3,biological species growing on a tree.,"['species', 'tree']",OOD
3170,51e1fa1f7fe4036611b757371e72285a,biological genus in full fall color.,"['genus', 'fall', 'color']",OOD
3171,51ebf77e537a552b3a025cddcf91a73e,ripe cherries on the vine.,"['cherries', 'vine']",OOD
3172,51ec6708eeea32336e92085eb2bc0b5e,biological genus growing on a rock.,"['genus', 'rock']",OOD
3173,51ed98784a63215e788a9817752960c6,a close - up of the flower.,"['close', 'up', 'flower']",OOD
3174,51fe09170a7e746ed8e2acbc9f2952d5,biological species in the garden.,"['species', 'garden']",OOD
3175,51febfb0681a7d06699b834c9d7e23db,purple flowers in the grass.,"['flowers', 'grass']",OOD
3176,51fed707a141d2d1c02707cae44b9c33,a closer look at the flowers.,"['look', 'flowers']",OOD
3177,5210430526dcc6304b94ae311669c68f,biological species in the forest.,"['species', 'forest']",OOD
3178,5217fc2e30e90be9d11b86c86b41818b,biological species on a plant.,"['species', 'plant']",OOD
3179,5219c1597b04e70f27c24aefdada6455,biological species in the garden.,"['species', 'garden']",OOD
3180,5239b2e81045d21c483bd1672dc3eea6,biological species in the garden.,"['species', 'garden']",OOD
3181,523b2042aaab65b75e47dc5d8ee48b7c,biological genus growing on a tree.,"['genus', 'tree']",OOD
3182,523e551cec03b13584a4930ba63cabb5,yellow flowers on a dandelion.,"['flowers', 'dandelion']",OOD
3183,52423dd973c7b360502f8e2e19d1999c,a close - up of the red and yellow leaves of biological species.,"['close', 'up', 'leaves', 'species']",OOD
3184,52488bd4a875050a7eae0354940aa0fe,biological genus growing on the side of the road.,"['genus', 'side', 'road']",OOD
3185,525426ebedad1004b5e1950854f90df7,this is the first time i've seen a fig in my garden.,"['time', 'fig', 'garden']",OOD
3186,5255fb66af7b33ff5c33eb6cc4fd8a53,a tree that looks like it has been eaten by a crocodile.,"['tree', 'crocodile']",OOD
3187,52571f1c5f609ce9348ca991e947c970,a flower in the middle of the trail.,"['flower', 'middle', 'trail']",OOD
3188,525b9870f7a7a516bb946aede00cd05f,wild flowers along the trail.,"['flowers', 'trail']",OOD
3189,525e3ac741d536a1338303d80ce1cf4e,some of the plants growing in the field.,"['plants', 'field']",OOD
3190,525fd0d4d29ee69a11cdd9e8f5b7b547,biological species in the desert.,"['species', 'desert']",OOD
3191,52600d1c3589ec84886a4a8dff52a809,biological genus is a genus of flowering plants in the family.,"['genus', 'genus', 'plants', 'family']",OOD
3192,526f6123892eb5352348af8cea57d2e1,biological genus in the spring.,"['genus', 'spring']",OOD
3193,528f90d98f8be1765d2b005fde8798fd,the texture of the bark of a tree.,"['texture', 'bark', 'tree']",OOD
3194,52a6e348eb22004e3af8853dfb57dfa1,ferns and moss in the forest.,"['ferns', 'moss', 'forest']",OOD
3195,52adabaeb1a64f33dc2610d032d8e4bf,wild flowers growing on the ground.,"['flowers', 'ground']",OOD
3196,52b29a4bb47ae8022f1b536852d7c41d,a close - up of the flowers.,"['close', 'up', 'flowers']",OOD
3197,52b456dd5662fdb6f400abd2877d56d0,biological species in the desert.,"['species', 'desert']",OOD
3198,52b67538338d96b6adb3e5c9877911f0,a close - up of the flower.,"['close', 'up', 'flower']",OOD
3199,52b88fc342cadeda0f189f58e52d5c9a,biological species growing in the garden.,"['species', 'garden']",OOD
3200,52bbcc1d651a55c8eccab55883620be3,some of the fish we found in the pond.,"['fish', 'pond']",OOD
3201,52c120d01880678c56f16c90ecbb0ac5,a close - up of the plant.,"['close', 'up', 'plant']",OOD
3202,52c1cc660b67ebb8aa25384040312b23,looking up at the trunk of a tree.,"['trunk', 'tree']",OOD
3203,52c89d494fde7236b170598c8136368f,the first flowers of spring.,"['flowers', 'spring']",OOD
3204,52d30348f42cdbae9dc6de35b27d02b8,a close - up of the flowers.,"['close', 'up', 'flowers']",OOD
3205,52d345209503d5750dc1ac6db999cf50,close up of a cactus.,['cactus'],OOD
3206,52d8e7473037e40336f39a46c03aa65c,biological species in the ground.,"['species', 'ground']",OOD
3207,52e3c51ca58fbe48450a177455a33a05,biological species on the beach.,"['species', 'beach']",OOD
3208,52e96c6a44be031ec04903581c7f47b9,biological species on a plant.,"['species', 'plant']",OOD
3209,52ea46aab269570ca8e828c62aa4900b,biological genus growing on a tree.,"['genus', 'tree']",OOD
3210,52ed70e7d2d65506d10a2a685d5784aa,this is what i see when i walk through the woods.,['woods'],OOD
3211,52ee617201e752ae0da39bd538c2156a,biological genus growing on a tree.,"['genus', 'tree']",OOD
3212,52ee7c0e4733368241822ef86a12e8c0,close - up of a white flower in the grass.,"['up', 'flower', 'grass']",OOD
3213,52f0709cd93d088cdab712ab857a0c50,a close up of the flowers.,"['close', 'flowers']",OOD
3214,52f0928343036d180cdd7cbf09332936,biological species in the forest.,"['species', 'forest']",OOD
3215,52f48b89fd58df0ec36fc3443eb11488,biological species in the garden.,"['species', 'garden']",OOD
3216,52f4a8889aa076b92d5aca5e50439327,biological species on the beach.,"['species', 'beach']",OOD
3217,52f50298180e76586d3d87c9e4683c12,plants growing in the ground.,"['plants', 'ground']",OOD
3218,52f6122afb24e1dc9ffdb634607f6f82,biological species in the garden.,"['species', 'garden']",OOD
3219,52faa4f9eaf992bfc614e7b48c5e4d00,biological species growing in the forest.,"['species', 'forest']",OOD
3220,52fd406f930623dfdfb76cefa33cde23,biological species perched on a branch.,"['species', 'branch']",OOD
3221,52ffe28510f56e14bc3544f75729d0dd,biological species in bloom in the spring.,"['species', 'bloom', 'spring']",OOD
3222,5305c0341a5190925460d18f339ebc50,biological species is one of my favorite plants.,"['species', 'plants']",OOD
3223,5305f1bbf89645a10dcaec582703022b,the bark of a tree.,"['bark', 'tree']",OOD
3224,5317d89060bcebfa8670e73aaafaa297,biological species in the forest.,"['species', 'forest']",OOD
3225,5317f73bcc40e5a8c26e8649fda51ef1,biological genus growing on a tree.,"['genus', 'tree']",OOD
3226,531adf5dc6dbb0dff6b828a3d71f1b91,close up of the flowers.,['flowers'],OOD
3227,53280e3250e4697fc57d5c1d5ff2ede4,a small stream running down the side of the trail.,"['stream', 'side', 'trail']",OOD
3228,5329c29650fbc7b2efdaf6637c3e10c7,biological species on a rock.,"['species', 'rock']",OOD
3229,532b85bc9071e861d12c175af8a63256,a close - up of the plant.,"['close', 'up', 'plant']",OOD
3230,53327de0320ec18d8b1c21472896a250,a close - up of a blue flower.,"['close', 'up', 'flower']",OOD
3231,533fe35e9d0750d541783f4c12d0037b,biological species growing in the garden.,"['species', 'garden']",OOD
3232,5345c431d56f4748f8cc2854bc5acc55,biological species growing on the side of the road.,"['species', 'side', 'road']",OOD
3233,53630fc950d54f62a945b27f419f1d17,this is the first time i've seen this tree in full bloom.,"['time', 'tree', 'bloom']",OOD
3234,536f8477afada281125dbb24f8443dbd,wild flowers in the forest.,"['flowers', 'forest']",OOD
3235,5371b60bc895455f9b84c0d14dcfeff3,the bark of a tree.,"['bark', 'tree']",OOD
3236,537a60ffd06e70b0d2aeac046afd853b,wild flowers growing in the grass.,"['flowers', 'grass']",OOD
3237,537a7c490907e75c7e23f6112e654e30,biological species is a very common plant.,"['species', 'plant']",OOD
3238,5393e22b81a81ce66ce3bed51c5923a8,biological species growing in a field.,"['species', 'field']",OOD
3239,539a2912018835d2c3ee51bdcb9ef910,grass blowing in the wind.,"['grass', 'wind']",OOD
3240,539b5b00a30eb5c12b472bbc786e6f79,biological species in the forest.,"['species', 'forest']",OOD
3241,53ac3db985e34f584bc12f1f20504669,a close - up of the flowers.,"['close', 'up', 'flowers']",OOD
3242,53bda0738030e329e3e9694574af8a1d,biological species in the forest.,"['species', 'forest']",OOD
3243,53be0721942fc8057ecc89efde447dc4,biological phylum and lichen growing on the ground.,"['phylum', 'ground']",OOD
3244,53bec1b04c3f14a6cd3d33742d18a2b1,this is the first flower i've ever seen in my life.,"['flower', 'life']",OOD
3245,53ce5416f18ef67e0eb22945c9831c27,biological species growing in the garden.,"['species', 'garden']",OOD
