,ImageID,Caption,Nouns,Type
934,cracked_0142,close - up of a spider's web.,"['up', 'spider', 'web']",OOD
935,cracked_0143,the texture of the bark of a tree.,"['texture', 'bark', 'tree']",OOD
936,cracked_0144,broken glass on the roof of a building.,"['glass', 'roof', 'building']",OOD
937,cracked_0145,close - up of a shattered glass window.,"['up', 'glass', 'window']",OOD
938,cracked_0146,close up of the bark of a tree.,"['bark', 'tree']",OOD
939,cracked_0147,red paint on a red wall.,"['paint', 'wall']",OOD
940,cracked_0148,the texture of the rock.,"['texture', 'rock']",OOD
941,cracked_0149,close - up of a tree's bark.,"['up', 'tree', 'bark']",OOD
942,cracked_0150,i love the texture of the birch tree.,"['texture', 'birch', 'tree']",OOD
943,cracked_0151,how to make a rug out of wrapping paper.,"['rug', 'paper']",OOD
944,cracked_0152,sand dunes in the desert.,"['sand', 'dunes', 'desert']",OOD
945,cracked_0153,tapping latex from a rubber tree.,"['latex', 'rubber', 'tree']",OOD
946,cracked_0154,close up of the bark of a tree.,"['bark', 'tree']",OOD
947,cracked_0155,dry cracked soil in the desert.,"['soil', 'desert']",OOD
948,cracked_0156,a close - up of a tree trunk.,"['close', 'up', 'tree', 'trunk']",OOD
949,cracked_0157,dry cracked soil in the desert.,"['soil', 'desert']",OOD
950,cracked_0158,texture of a cracked concrete wall.,"['texture', 'wall']",OOD
951,cracked_0159,broken glass on a car.,"['glass', 'car']",OOD
952,cracked_0160,how to make a faux leather chair from a piece of driftwood.,"['leather', 'chair', 'piece', 'driftwood']",OOD
953,cracked_0161,the texture of the bark of a tree.,"['texture', 'bark', 'tree']",OOD
954,cracked_0162,dry cracked soil in the desert.,"['soil', 'desert']",OOD
955,cracked_0163,broken glass in a car window.,"['glass', 'car', 'window']",OOD
956,cracked_0164,a shattered glass window is seen.,"['glass', 'window']",OOD
957,cracked_0165,how to paint a wall in raster graphics editor software.,"['wall', 'graphics', 'editor', 'software']",OOD
958,cracked_0166,texture of a cracked concrete wall -- stock photo #.,"['texture', 'wall', 'stock', 'photo', '#']",OOD
959,cracked_0167,broken glass in a car window.,"['glass', 'car', 'window']",OOD
960,crosshatched_0006,sketch of a woman's face.,"['sketch', 'woman', 'face']",OOD
961,crosshatched_0010,the texture of the wood.,"['texture', 'wood']",OOD
962,crosshatched_0014,i made this quilt for a friend.,"['quilt', 'friend']",OOD
963,crosshatched_0025,a black and white photograph of a man walking down a street.,"['photograph', 'man', 'street']",OOD
964,crosshatched_0033,"abstract image, colorful graphics and tapestries it can be used as a pattern for the fabric.","['image', 'graphics', 'tapestries', 'pattern', 'fabric']",OOD
965,crosshatched_0042,drawing of a man's face.,"['man', 'face']",OOD
966,crosshatched_0044,wallpaper by person in beautiful frame options and a variety of sizes.,"['wallpaper', 'person', 'frame', 'options', 'variety', 'sizes']",OOD
967,crosshatched_0045,sketch of a bottle of wine.,"['sketch', 'bottle', 'wine']",OOD
968,crosshatched_0046,illustration from the book by person.,"['illustration', 'book', 'person']",OOD
969,crosshatched_0047,black and white engraving cut out isolated on white.,"['engraving', 'white']",OOD
970,crosshatched_0048,greeting card featuring the digital art by person.,"['card', 'art', 'person']",OOD
971,crosshatched_0049,"abstract image, colorful graphics and tapestries it can be used as a pattern for the fabric.","['image', 'graphics', 'tapestries', 'pattern', 'fabric']",OOD
972,crosshatched_0050,wallpaper in the style of art period.,"['wallpaper', 'style', 'art', 'period']",OOD
973,crosshatched_0051,black and white vintage grunge futuristic background.,"['grunge', 'background']",OOD
974,crosshatched_0052,person is a manufacturer that reveres quality and uses only the finest materials available and makes every piece of furniture right here.,"['person', 'manufacturer', 'quality', 'materials', 'piece', 'furniture']",OOD
975,crosshatched_0053,a close - up of the pattern.,"['close', 'up', 'pattern']",OOD
976,crosshatched_0054,seamless pattern with abstract motif like a kaleidoscope.,"['pattern', 'motif', 'kaleidoscope']",OOD
977,crosshatched_0055,pencil sketch of a young girl.,"['pencil', 'sketch', 'girl']",OOD
978,crosshatched_0056,illustration toa week of kindness.,"['week', 'kindness']",OOD
979,crosshatched_0057,pencil sketch of a house.,"['pencil', 'sketch', 'house']",OOD
980,crosshatched_0058,how to make a quilt out of a sheet of plywood.,"['quilt', 'sheet', 'plywood']",OOD
981,crosshatched_0059,pencil drawing of a girl's face.,"['pencil', 'drawing', 'girl', 'face']",OOD
982,crosshatched_0063,drawing of a cup of coffee.,"['cup', 'coffee']",OOD
983,crosshatched_0064,black leather wallet with logo on the back.,"['leather', 'wallet', 'logo', 'back']",OOD
984,crosshatched_0066,an engraving entitled scanned at high resolution from a book printed.,"['resolution', 'book']",OOD
985,crosshatched_0069,abstract cgi motion graphics and animated background of geometric shapes and dots spinning in a spiral and being trippy.,"['motion', 'graphics', 'background', 'shapes', 'dots', 'spiral']",OOD
986,crosshatched_0071,seamless texture of the wool knitted fabric -- stock photo #.,"['texture', 'wool', 'fabric', 'stock', 'photo', '#']",OOD
987,crosshatched_0072,this is an example of a traditional wood carving.,"['example', 'wood', 'carving']",OOD
988,crosshatched_0073,black leather wallet on a black background.,"['leather', 'wallet', 'background']",OOD
989,crosshatched_0077,portrait of a man by painting artist.,"['portrait', 'man', 'artist']",OOD
990,crosshatched_0078,seamless texture with 3d rendering abstract fractal brown background for any design illustration.,"['texture', 'background', 'design', 'illustration']",OOD
991,crosshatched_0079,close - up of a weathered wood wall.,"['up', 'wood', 'wall']",OOD
992,crosshatched_0080,pencil drawing of a plums.,"['pencil', 'drawing', 'plums']",OOD
993,crosshatched_0081,the texture of the green lines.,"['texture', 'lines']",OOD
994,crosshatched_0082,seamless texture with 3d rendering abstract fractal brown pattern on a beige background for fabric design.,"['texture', 'pattern', 'background', 'fabric', 'design']",OOD
995,crosshatched_0083,seamless texture with 3d rendering abstract fractal gray pattern on a white background for fabric design.,"['texture', 'pattern', 'background', 'fabric', 'design']",OOD
996,crosshatched_0085,illustration for speculative fiction book by novelist.,"['illustration', 'fiction', 'book', 'novelist']",OOD
997,crosshatched_0089,background texture of a metal sheet with a rough stippled textured surface reflecting light.,"['background', 'texture', 'metal', 'sheet', 'surface', 'light']",OOD
998,crosshatched_0091,"abstract image, colorful graphics and tapestries it can be used as a pattern for the fabric.","['image', 'graphics', 'tapestries', 'pattern', 'fabric']",OOD
999,crosshatched_0092,grunge old texture as abstract background.,"['texture', 'background']",OOD
1000,crosshatched_0093,grunge old texture as abstract background.,"['texture', 'background']",OOD
1001,crosshatched_0094,wallpaper in the style of art period.,"['wallpaper', 'style', 'art', 'period']",OOD
1002,crosshatched_0095,drawing of a wine bottle and glasses.,"['wine', 'bottle', 'glasses']",OOD
1003,crosshatched_0096,the texture of the fabric.,"['texture', 'fabric']",OOD
1004,crosshatched_0097,illustration toa week of kindness.,"['week', 'kindness']",OOD
1005,crosshatched_0098,person is a manufacturer that reveres quality and uses only the finest materials available and makes every piece of furniture right here.,"['person', 'manufacturer', 'quality', 'materials', 'piece', 'furniture']",OOD
1006,crosshatched_0099,seamless texture of the old burlap stock photo.,"['texture', 'burlap', 'stock', 'photo']",OOD
1007,crosshatched_0100,i'm in love with this belt!.,"['love', 'belt']",OOD
1008,crosshatched_0101,black leather wallet on a white background.,"['leather', 'wallet', 'background']",OOD
1009,crosshatched_0102,leather wallet with a zipper.,"['leather', 'wallet', 'zipper']",OOD
1010,crosshatched_0103,leather wallet with a black leather strap.,"['leather', 'wallet', 'leather', 'strap']",OOD
1011,crosshatched_0104,tire tracks in the mud.,"['tire', 'tracks', 'mud']",OOD
1012,crosshatched_0105,this is a great idea for a baby's room!.,"['idea', 'baby', 'room']",OOD
1013,crosshatched_0106,black and white vintage grunge futuristic background.,"['grunge', 'background']",OOD
1014,crosshatched_0107,drawing of a woman's face.,"['woman', 'face']",OOD
1015,crosshatched_0108,abstract background with a pattern of squares.,"['background', 'pattern', 'squares']",OOD
1016,crosshatched_0109,"i'm not a fan of red, but i love the pattern on this one.","['fan', 'red', 'pattern', 'one']",OOD
1017,crosshatched_0110,sketch of a child's head.,"['sketch', 'child', 'head']",OOD
1018,crosshatched_0111,pencil drawing of a hand.,"['pencil', 'drawing', 'hand']",OOD
1019,crosshatched_0112,black and white illustration of a scarf.,"['illustration', 'scarf']",OOD
1020,crosshatched_0113,how to make a belt out of an old belt.,"['belt', 'belt']",OOD
1021,crosshatched_0114,"abstract image, colorful graphics and tapestries it can be used as a pattern for the fabric.","['image', 'graphics', 'tapestries', 'pattern', 'fabric']",OOD
1022,crosshatched_0115,leather wallet with the logo on the back.,"['leather', 'wallet', 'logo', 'back']",OOD
1023,crosshatched_0116,"abstract image, colorful graphics and tapestries it can be used as a pattern for the fabric.","['image', 'graphics', 'tapestries', 'pattern', 'fabric']",OOD
1024,crosshatched_0117,a black and white version of a vintage engraving.,"['version', 'engraving']",OOD
1025,crosshatched_0118,leather bag in the style of film costumer designer.,"['leather', 'bag', 'style', 'film', 'costumer', 'designer']",OOD
1026,crosshatched_0119,this is an original watercolor painting i did of a tree.,"['watercolor', 'painting', 'tree']",OOD
1027,crosshatched_0120,leather notebook with a black leather cover.,"['leather', 'notebook', 'leather', 'cover']",OOD
1028,crosshatched_0121,"abstract image, colorful graphics and tapestries it can be used as a pattern for the fabric.","['image', 'graphics', 'tapestries', 'pattern', 'fabric']",OOD
1029,crosshatched_0122,how to make a quilt in raster graphics editor software.,"['quilt', 'raster', 'graphics', 'editor', 'software']",OOD
1030,crosshatched_0123,leather wallet with a black leather strap.,"['leather', 'wallet', 'leather', 'strap']",OOD
1031,crosshatched_0124,shadow of a tree on a concrete floor.,"['shadow', 'tree', 'floor']",OOD
1032,crosshatched_0125,this bag is a must - have!.,['bag'],OOD
1033,crosshatched_0126,cover of the book by person.,"['cover', 'book', 'person']",OOD
1034,crosshatched_0127,how to make a 3d model out of a metal plate.,"['model', 'metal', 'plate']",OOD
1035,crosshatched_0128,this is an example of a stained glass window.,"['example', 'glass', 'window']",OOD
1036,crosshatched_0129,an engraving entitled scanned at high resolution from a book printed.,"['resolution', 'book']",OOD
1037,crosshatched_0130,wallpaper in the style of art period.,"['wallpaper', 'style', 'art', 'period']",OOD
1038,crosshatched_0131,"abstract image, colorful graphics and tapestries it can be used as a pattern for the fabric.","['image', 'graphics', 'tapestries', 'pattern', 'fabric']",OOD
1039,crosshatched_0132,how to make a quilt out of a t - shirt.,"['quilt', 't', 'shirt']",OOD
1040,crosshatched_0133,a close up of the textured texture of the wallpaper.,"['close', 'texture', 'wallpaper']",OOD
1041,crosshatched_0134,tile that looks like wood.,"['tile', 'wood']",OOD
1042,crosshatched_0135,how to draw a cat with a pencil step by step.,"['cat', 'pencil', 'step', 'step']",OOD
1043,crosshatched_0136,black and white grunge background.,"['grunge', 'background']",OOD
1044,crosshatched_0137,sewing pattern by person in beautiful frame options and a variety of sizes.,"['sewing', 'pattern', 'person', 'frame', 'options', 'variety', 'sizes']",OOD
1045,crosshatched_0138,i love the color of this bag!.,"['color', 'bag']",OOD
1046,crosshatched_0139,this is a close up of the zipper on the back of the jacket.,"['close', 'zipper', 'back', 'jacket']",OOD
1047,crosshatched_0140,drawing of a potter's wheel.,"['potter', 'wheel']",OOD
1048,crosshatched_0141,a close - up of the pattern on the floor.,"['close', 'up', 'pattern', 'floor']",OOD
1049,crosshatched_0142,how to make a quilt out of wrapping paper.,"['quilt', 'paper']",OOD
1050,crosshatched_0143,detail of a painting by painting artist.,"['detail', 'painting', 'artist']",OOD
1051,crosshatched_0144,this is the bag i've been looking for!.,['bag'],OOD
1052,crosshatched_0145,sketch of a bridge over river.,"['sketch', 'bridge', 'river']",OOD
1053,crosshatched_0146,background texture of a shiny metal sheet with a rough stippled textured surface reflecting light.,"['background', 'texture', 'metal', 'sheet', 'surface', 'light']",OOD
1054,crosshatched_0147,"painting artist, trees in the forest.","['artist', 'trees', 'forest']",OOD
1055,crosshatched_0148,how to make a heart out of wrapping paper.,"['heart', 'paper']",OOD
1056,crosshatched_0149,illustration toa week of kindness.,"['week', 'kindness']",OOD
1057,crosshatched_0150,how to make a quilt out of wrapping paper.,"['quilt', 'paper']",OOD
1058,crosshatched_0151,the texture of the wood.,"['texture', 'wood']",OOD
1059,crosshatched_0152,how to draw a heart with a pencil step by step.,"['heart', 'pencil', 'step', 'step']",OOD
1060,crosshatched_0153,how to make a watermelon in the crock pot.,"['watermelon', 'crock', 'pot']",OOD
1061,crosshatched_0154,how to draw person with a pencil step by step.,"['person', 'pencil', 'step', 'step']",OOD
1062,crosshatched_0155,leather bag with a zipper.,"['leather', 'bag', 'zipper']",OOD
1063,crosshatched_0156,this is a black and white chevron pattern that is suitable for use as a background or texture.,"['pattern', 'use', 'background', 'texture']",OOD
1064,crosshatched_0157,i love the look of this tile!.,"['look', 'tile']",OOD
1065,crosshatched_0158,pen and ink drawing of a man's face.,"['pen', 'ink', 'drawing', 'man', 'face']",OOD
1066,crosshatched_0159,men's casual trousers for all tastes.,"['men', 'trousers', 'tastes']",OOD
1067,crosshatched_0160,pencil drawing of a man's face.,"['pencil', 'drawing', 'man', 'face']",OOD
1068,crosshatched_0161,i'm going to try this on my tree this year!.,"['tree', 'year']",OOD
1069,crosshatched_0162,drawing of a piece of furniture by person.,"['piece', 'furniture', 'person']",OOD
1070,crosshatched_0163,how to make a quilted skirt.,['skirt'],OOD
1071,crosshatched_0164,pencil drawing of a house.,"['pencil', 'drawing', 'house']",OOD
1072,crosshatched_0165,illustration toa week of kindness.,"['week', 'kindness']",OOD
1073,crosshatched_0166,digital art selected for the #.,"['art', '#']",OOD
1074,crosshatched_0167,an engraving entitled scanned at high resolution from a book printed.,"['resolution', 'book']",OOD
1075,crosshatched_0168,how to draw a heart with a pencil step by step.,"['heart', 'pencil', 'step', 'step']",OOD
1076,crosshatched_0169,close up of the metal lattice.,"['metal', 'lattice']",OOD
1077,crosshatched_0170,cover of the book by person.,"['cover', 'book', 'person']",OOD
1078,crosshatched_0171,sketch of a dog's head.,"['dog', 'head']",OOD
1079,crosshatched_0172,a close up of the pattern.,"['close', 'pattern']",OOD
1080,crystalline_0057,what type of coal is used in the production of iron?.,"['type', 'coal', 'production', 'iron']",OOD
1081,crystalline_0102,colorful emeralds from the region.,"['emeralds', 'region']",OOD
1082,crystalline_0103,foods and food product in a food processor.,"['foods', 'food', 'product', 'food', 'processor']",OOD
1083,crystalline_0104,how to recycle an old pallet into a wheelbarrow.,"['pallet', 'wheelbarrow']",OOD
1084,crystalline_0105,ice crystals on the surface of the ocean.,"['ice', 'crystals', 'surface', 'ocean']",OOD
1085,crystalline_0106,ice cubes in a glass of water.,"['ice', 'cubes', 'glass', 'water']",OOD
1086,crystalline_0107,"i'm not sure what kind of bird this is, but it's pretty cool.","['kind', 'bird']",OOD
1087,crystalline_0108,how to make a pyramid out of ice.,"['pyramid', 'ice']",OOD
1088,crystalline_0109,a sapphire and diamond ring by person.,"['sapphire', 'diamond', 'ring', 'person']",OOD
1089,crystalline_0110,frozen crystals in the ice cube.,"['crystals', 'ice', 'cube']",OOD
1090,crystalline_0111,crystals that look like diamonds - photo #.,"['crystals', 'diamonds', 'photo', '#']",OOD
1091,crystalline_0112,crystals that look like they're melting in the sun - photo #.,"['crystals', 'sun', 'photo', '#']",OOD
1092,crystalline_0113,"pure silver, shape of granules of pure silver each one is unique 21.","['silver', 'shape', 'granules', 'silver', 'one']",OOD
1093,crystalline_0114,purple gemstones in a shop window.,"['gemstones', 'shop', 'window']",OOD
1094,crystalline_0115,this is an example of an oil painting.,"['example', 'oil', 'painting']",OOD
1095,crystalline_0116,ice crystals on the surface of a lake.,"['ice', 'crystals', 'surface', 'lake']",OOD
1096,crystalline_0117,purple gemstones on a black background.,"['gemstones', 'background']",OOD
1097,crystalline_0118,this is what the crystals look like.,['crystals'],OOD
1098,crystalline_0119,"i'm not sure what kind of glass this is, but it's pretty cool!.","['kind', 'glass']",OOD
1099,crystalline_0120,an emerald and sapphire gemstone found.,"['emerald', 'sapphire', 'gemstone']",OOD
1100,crystalline_0121,"pure silver, shape of granules of pure silver each one is unique 21.","['silver', 'shape', 'granules', 'silver', 'one']",OOD
1101,crystalline_0122,ice cubes in the water.,"['ice', 'cubes', 'water']",OOD
1102,crystalline_0123,view from the top of the stairs.,"['view', 'top', 'stairs']",OOD
1103,crystalline_0124,purple gemstones are among the most popular gemstones in the world.,"['gemstones', 'gemstones', 'world']",OOD
1104,crystalline_0125,diamonds in super slow motion falling against a white background.,"['diamonds', 'motion', 'background']",OOD
1105,crystalline_0126,this is a close - up of one of the crystals.,"['close', 'up', 'crystals']",OOD
1106,crystalline_0127,ice cubes in a glass of water.,"['ice', 'cubes', 'glass', 'water']",OOD
1107,crystalline_0128,a close up of the inside of the foam.,"['close', 'inside', 'foam']",OOD
1108,crystalline_0129,crystals that look like water - photo #.,"['crystals', 'water', 'photo', '#']",OOD
1109,crystalline_0130,"pure silver, shape of granules of pure silver each one is unique 2.","['silver', 'shape', 'granules', 'silver', 'one']",OOD
1110,crystalline_0131,fish swimming in the sea.,"['fish', 'sea']",OOD
1111,crystalline_0132,a red cross is seen in this undated file photo.,"['cross', 'file', 'photo']",OOD
1112,crystalline_0133,mineral in the form of crystals.,"['mineral', 'form', 'crystals']",OOD
1113,crystalline_0134,crystals that look like diamonds - photo #.,"['crystals', 'diamonds', 'photo', '#']",OOD
1114,crystalline_0135,diamonds are among the most rare and valuable in the world.,"['diamonds', 'world']",OOD
1115,crystalline_0136,this is what the crystals look like.,['crystals'],OOD
1116,crystalline_0137,what are the different types of minerals found in the earth's crust?.,"['types', 'minerals', 'earth', 'crust']",OOD
1117,crystalline_0138,crystals are the most rare and beautiful of all natural materials.,"['crystals', 'materials']",OOD
1118,crystalline_0139,crystals that look like ice cubes - photo #.,"['crystals', 'ice', 'cubes', 'photo', '#']",OOD
1119,crystalline_0140,crystals that look like they're melting in the sun - photo #.,"['crystals', 'sun', 'photo', '#']",OOD
1120,crystalline_0141,what is the name of this mineral?.,"['name', 'mineral']",OOD
1121,crystalline_0142,crystals that look like flowers - photo #.,"['crystals', 'flowers', 'photo', '#']",OOD
1122,crystalline_0143,this is what happens when you pour a glass of water on a piece of ice.,"['glass', 'water', 'piece', 'ice']",OOD
1123,crystalline_0144,a close up of a gemstone.,"['close', 'gemstone']",OOD
1124,crystalline_0145,crystals that look like water - photo #.,"['crystals', 'water', 'photo', '#']",OOD
1125,crystalline_0146,crystals are the most rare and beautiful of all natural gemstones.,"['crystals', 'gemstones']",OOD
1126,crystalline_0147,crystals that look like water - photo #.,"['crystals', 'water', 'photo', '#']",OOD
1127,crystalline_0148,the most powerful crystals in the universe.,"['crystals', 'universe']",OOD
1128,crystalline_0149,this is what happens when you mix a lot of different kinds of ice cubes together.,"['lot', 'kinds', 'ice', 'cubes']",OOD
1129,crystalline_0150,the world's largest cave is located.,"['world', 'cave']",OOD
1130,crystalline_0151,a close up of the gem.,"['close', 'gem']",OOD
1131,crystalline_0152,crystals that look like water - photo #.,"['crystals', 'water', 'photo', '#']",OOD
1132,crystalline_0153,how to make ice cubes in the microwave.,"['ice', 'cubes', 'microwave']",OOD
1133,crystalline_0154,"pure silver, shape of granules of pure silver each one is unique 95.","['silver', 'shape', 'granules', 'silver', 'one']",OOD
1134,crystalline_0155,purple flowers in the garden.,"['flowers', 'garden']",OOD
1135,crystalline_0156,a close up of the crystals.,"['close', 'crystals']",OOD
1136,crystalline_0157,purple gemstones are among the most sought - after gemstones in the world.,"['gemstones', 'gemstones', 'world']",OOD
1137,crystalline_0158,what are the different types of crystals found in minerals and precious stones?.,"['types', 'crystals', 'minerals', 'stones']",OOD
1138,crystalline_0159,blue is the color of the sky.,"['color', 'sky']",OOD
1139,crystalline_0160,ice crystals on a rock.,"['ice', 'crystals', 'rock']",OOD
1140,crystalline_0161,this is what happens when you combine all the different types of minerals together.,"['types', 'minerals']",OOD
1141,crystalline_0162,this is what the crystals look like when they are dropped into water.,"['crystals', 'water']",OOD
1142,crystalline_0163,crystals that look like they're melting in the sun - photo #.,"['crystals', 'sun', 'photo', '#']",OOD
1143,crystalline_0164,a close - up of the emeralds.,"['close', 'up', 'emeralds']",OOD
1144,crystalline_0165,how to make a chandelier out of ice.,"['chandelier', 'ice']",OOD
1145,crystalline_0166,foods and food product on a cutting board.,"['foods', 'food', 'product', 'cutting', 'board']",OOD
1146,crystalline_0167,crystals are the most rare and beautiful of all natural materials.,"['crystals', 'materials']",OOD
1147,crystalline_0168,crystals are the most rare and beautiful in the world.,"['crystals', 'world']",OOD
1148,crystalline_0169,an example of fine art by person.,"['example', 'art', 'person']",OOD
1149,crystalline_0170,a close - up of the crystals.,"['close', 'up', 'crystals']",OOD
1150,crystalline_0171,diamonds are one of the most valuable minerals in the world.,"['diamonds', 'minerals', 'world']",OOD
1151,crystalline_0172,purple gemstones are among the most sought - after gemstones in the world.,"['gemstones', 'gemstones', 'world']",OOD
1152,crystalline_0173,painting artist is a painter and illustrator based.,"['artist', 'painter', 'illustrator']",OOD
1153,crystalline_0174,diamonds are among the most valuable minerals in the world.,"['diamonds', 'minerals', 'world']",OOD
1154,crystalline_0175,a close - up of a diamond.,"['close', 'up', 'diamond']",OOD
1155,crystalline_0176,what type of mineral is this? where or how is it formed?.,"['type', 'mineral']",OOD
1156,crystalline_0177,rock type in the sea.,"['rock', 'type', 'sea']",OOD
1157,crystalline_0178,this is what i'm thinking of when i get my hands on a diamond.,"['hands', 'diamond']",OOD
1158,crystalline_0179,purple jellyfish in a glass vase.,"['glass', 'vase']",OOD
1159,crystalline_0180,ice cubes in a glass of water.,"['ice', 'cubes', 'glass', 'water']",OOD
1160,crystalline_0181,"biological genus is a hardy, fragrant hardy hardy shrub that grows to feet in height and weighs in at lb.","['shrub', 'feet', 'height']",OOD
1161,crystalline_0182,this is what happens when you combine all of the different minerals together.,['minerals'],OOD
1162,crystalline_0183,frozen crystals on the ground.,"['crystals', 'ground']",OOD
1163,crystalline_0184,this is what happens when you pour boiling water on a rock.,"['water', 'rock']",OOD
1164,crystalline_0185,"an emerald and diamond necklace, by person.","['diamond', 'necklace', 'person']",OOD
1165,crystalline_0186,this is what happens when you drop a rock into a pool of water.,"['rock', 'pool', 'water']",OOD
1166,crystalline_0187,close - up of emeralds in a pot.,"['up', 'emeralds', 'pot']",OOD
1167,crystalline_0188,crystals are the most rare and beautiful of all natural materials.,"['crystals', 'materials']",OOD
1168,crystalline_0189,glass bottles that look like jellyfish - photo #.,"['glass', 'bottles', 'jellyfish', 'photo', '#']",OOD
1169,crystalline_0190,minerals can be found all over the world.,"['minerals', 'world']",OOD
1170,crystalline_0191,a close up of the crystals.,"['close', 'crystals']",OOD
1171,crystalline_0192,crystals that look like diamonds - photo #.,"['crystals', 'diamonds', 'photo', '#']",OOD
1172,crystalline_0193,what is the most expensive diamond in the world?.,"['diamond', 'world']",OOD
1173,crystalline_0194,what are the different types of minerals found in the earth?.,"['types', 'minerals', 'earth']",OOD
1174,crystalline_0195,a close - up of the emeralds.,"['close', 'up', 'emeralds']",OOD
1175,crystalline_0196,this is an oil painting by person.,"['oil', 'painting', 'person']",OOD
1176,crystalline_0197,this is a painting i did for a friend of mine.,"['painting', 'friend']",OOD
1177,crystalline_0198,diamonds are among the most valuable minerals in the world.,"['diamonds', 'minerals', 'world']",OOD
1178,crystalline_0199,this is a close - up of the surface of a rock that has been washed up on the beach.,"['close', 'up', 'surface', 'rock', 'beach']",OOD
1179,crystalline_0200,purple is the color of the sky.,"['color', 'sky']",OOD
1180,crystalline_0201,what is the most expensive mineral in the world?.,"['mineral', 'world']",OOD
1181,crystalline_0202,ice crystals on the surface of a pond.,"['ice', 'crystals', 'surface', 'pond']",OOD
1182,crystalline_0203,a blue sapphire and diamond ring.,"['sapphire', 'diamond', 'ring']",OOD
1183,crystalline_0204,a close up of a gemstone.,"['close', 'gemstone']",OOD
1184,crystalline_0205,"pure silver, shape of granules of pure silver each one is unique 21.","['silver', 'shape', 'granules', 'silver', 'one']",OOD
1185,crystalline_0206,a close - up of the inside of a gemstone.,"['close', 'up', 'inside', 'gemstone']",OOD
1186,crystalline_0207,a close - up of some of the gemstones.,"['close', 'up', 'gemstones']",OOD
1187,crystalline_0208,a close - up of a purple gemstone.,"['close', 'up', 'gemstone']",OOD
1188,crystalline_0209,a close - up of the texture of the marble.,"['close', 'up', 'texture', 'marble']",OOD
1189,crystalline_0210,some of the rarest and most beautiful minerals and precious stones in the world - photo #.,"['minerals', 'stones', 'world', 'photo', '#']",OOD
1190,crystalline_0211,mineral from the region of person.,"['mineral', 'region', 'person']",OOD
1191,crystalline_0212,foods and food product in a food processor.,"['foods', 'food', 'product', 'food', 'processor']",OOD
1192,crystalline_0213,crystals that look like diamonds - photo #.,"['crystals', 'diamonds', 'photo', '#']",OOD
1193,crystalline_0214,diamonds are the most rare and beautiful of all natural gemstones.,"['diamonds', 'gemstones']",OOD
1194,crystalline_0215,purple lilac in a glass vase.,"['lilac', 'glass', 'vase']",OOD
1195,crystalline_0216,a close up of the pink gemstone.,"['close', 'gemstone']",OOD
1196,crystalline_0217,how to make ice cubes in a pressure cooker.,"['ice', 'cubes', 'pressure', 'cooker']",OOD
1197,crystalline_0218,crystals in the laboratory of chemist.,"['crystals', 'laboratory', 'chemist']",OOD
1198,crystalline_0219,crystals that look like diamonds - photo #.,"['crystals', 'diamonds', 'photo', '#']",OOD
1199,crystalline_0220,what type of crystals do you see in this photo?.,"['type', 'crystals', 'photo']",OOD
1200,dotted_0001,i love the colors in this quilt.,"['colors', 'quilt']",OOD
1201,dotted_0038,how to make felt balls from recycled plastic bottles - a quick and easy craft that you can make yourself in just a few simple steps!.,"['balls', 'plastic', 'bottles', 'craft', 'steps']",OOD
1202,dotted_0041,seamless pattern with circles on a yellow background vector art illustration.,"['pattern', 'circles', 'background', 'vector', 'art', 'illustration']",OOD
1203,dotted_0047,pattern repeat seamless in pink color for any design.,"['pattern', 'repeat', 'seamless', 'color', 'design']",OOD
1204,dotted_0053,seamless pattern with circles on a pink background.,"['pattern', 'circles', 'background']",OOD
1205,dotted_0056,sewing pattern by person in beautiful frame options and a variety of sizes.,"['sewing', 'pattern', 'person', 'frame', 'options', 'variety', 'sizes']",OOD
1206,dotted_0060,seamless pattern with polka dots on a green background.,"['pattern', 'dots', 'background']",OOD
1207,dotted_0061,"abstract image, colorful graphics and tapestries it can be used as a pattern for the fabric.","['image', 'graphics', 'tapestries', 'pattern', 'fabric']",OOD
1208,dotted_0062,animated white hypnotic spiral on the glowing pink background.,"['spiral', 'background']",OOD
1209,dotted_0072,seamless pattern with circles on a pink background vector art illustration.,"['pattern', 'circles', 'background', 'vector', 'art', 'illustration']",OOD
1210,dotted_0073,seamless pattern with abstract motif like a kaleidoscope.,"['pattern', 'motif', 'kaleidoscope']",OOD
1211,dotted_0074,digital art selected for the #.,"['art', '#']",OOD
1212,dotted_0078,this pattern is available for free download.,"['pattern', 'download']",OOD
1213,dotted_0089,seamless texture with 3d rendering abstract fractal green pattern on a green background for fabric design.,"['texture', 'pattern', 'background', 'fabric', 'design']",OOD
1214,dotted_0090,i pinned industry from the event at person and main!.,"['industry', 'event', 'person']",OOD
1215,dotted_0091,seamless pattern with blue hearts on a white background -- stock vector #.,"['pattern', 'hearts', 'background', 'stock', 'vector', '#']",OOD
1216,dotted_0093,this is an example of a pattern i did for my son's room.,"['example', 'pattern', 'son', 'room']",OOD
1217,dotted_0094,seamless texture with 3d rendering abstract fractal purple pattern on a brown background for fabric design.,"['texture', 'pattern', 'background', 'fabric', 'design']",OOD
1218,dotted_0097,seamless pattern with polka dots on a beige background vector.,"['pattern', 'dots', 'background', 'vector']",OOD
1219,dotted_0098,seamless pattern with circles on a beige background vector art illustration.,"['pattern', 'circles', 'background', 'vector', 'art', 'illustration']",OOD
